CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
241,IPC,326,1,1
242,IPC,354,1,1
243,IPC,379,1,1
244,IPC,144,1,1
245,IPC,379,1,1
246,POCSO,4,1,1
247,POCSO,4,1,1
248,IPC,326,1,1
249,IPC,363,1,1
250,IPC,379,1,1
251,IPC,323,1,1
252,IPC,379,1,1
253,IPC,379,1,1
254,IPC,323,1,1
255,NDPS,20,1,1
256,IPC,406,1,1
257,IPC,354,1,1
258,IPC,323,1,1
259,IPC,66D-ITACT,1,1
260,IPC,420,1,1
261,IPC,354,1,1
262,IPC,392,1,1
263,IPC,380,1,1
264,IPC,379A,1,1
265,IPC,66D-ITACT,1,1
266,IPC,354,1,1
267,IPC,379,1,1
268,IPC,379,1,1
269,IPC,379A,1,1
270,IPC,323,1,1
271,IPC,379,1,1
272,IPC,326,1,1
273,IPC,66D-ITACT,1,1
274,IPC,323,1,1
275,IPC,144,1,1
276,IPC,420,1,1
277,IPC,420,1,1
278,IPC,66D-ITACT,1,1
279,IPC,302,1,1
280,IPC,363,1,1
281,IPC,392,1,1
282,IPC,498A,1,1
283,IPC,379A,1,1
284,IPC,323,1,1
285,IPC,498A,1,1
286,IPC,66D-ITACT,1,1
287,IPC,354,1,1
288,IPC,379,1,1
289,IPC,363,1,1
290,IPC,379,1,1
291,IPC,379,1,1
292,IPC,379A,1,1
293,IPC,379,1,1
294,IPC,326,1,1
295,IPC,66D-ITACT,1,1
296,IPC,498A,1,1
297,IPC,323,1,1
298,IPC,395,1,1
299,IPC,380,1,1
300,IPC,420,1,1
301,IPC,326,1,1
302,IPC,379,1,1
303,IPC,326,1,1
304,IPC,380,1,1
305,IPC,380,1,1
306,IPC,304B,1,1
307,IPC,498A,1,1
308,IPC,498A,1,1
309,IPC,323,1,1
310,IPC,420,1,1
311,IPC,498A,1,1
312,IPC,66D-ITACT,1,1
313,IPC,392,1,1
314,IPC,66D-ITACT,1,1
315,IPC,380,1,1
316,IPC,363,1,1
317,IPC,420,1,1
318,IPC,363,1,1
319,IPC,323,1,1
320,IPC,420,1,1
321,IPC,307,1,1
321,BNS,109,2,2
322,IPC,420,1,1
323,IPC,420,1,1
324,IPC,323,1,1
325,IPC,326,1,1
326,IPC,354,1,1
327,NDPS,20,1,1
328,IPC,379,1,1
329,IPC,380,1,1
330,IPC,498A,1,1
331,IPC,406,1,1
332,IPC,380,1,1
333,IPC,323,1,1
334,IPC,354,1,1
335,IPC,420,1,1
336,IPC,379,1,1
337,IPC,326,1,1
338,IPC,376,1,1
338,BNS,64,2,2
339,NDPS,20,1,1
340,IPC,379,1,1
341,IPC,379,1,1
342,IPC,420,1,1
343,IPC,147,1,1
344,IPC,379,1,1
345,IPC,66D-ITACT,1,1
346,IPC,498A,1,1
347,IPC,380,1,1
348,IPC,420,1,1
349,BNS,103,1,1
350,IPC,406,1,1
351,IPC,147,1,1
352,IPC,326,1,1
353,IPC,379,1,1
354,IPC,379,1,1
355,IPC,379,1,1
356,IPC,66D-ITACT,1,1
357,IPC,379,1,1
358,BNS,64,1,1
359,IPC,354,1,1
360,IPC,380,1,1
361,IPC,392,1,1
362,IPC,392,1,1
363,IPC,380,1,1
364,IPC,379A,1,1
365,IPC,144,1,1
366,IPC,436,1,1
367,IPC,354,1,1
368,IPC,406,1,1
369,BNS,103,1,1
370,IPC,66D-ITACT,1,1
371,POCSO,4,1,1
372,IPC,66D-ITACT,1,1
373,IPC,392,1,1
374,IPC,420,1,1
375,IPC,323,1,1
376,IPC,379,1,1
377,IPC,420,1,1
378,IPC,354,1,1
379,ARMS,27,1,1
380,IPC,144,1,1
381,IPC,379,1,1
382,IPC,66D-ITACT,1,1
383,IPC,66D-ITACT,1,1
384,IPC,323,1,1
385,IPC,489A,1,1
386,IPC,363,1,1
387,IPC,379A,1,1
388,IPC,498A,1,1
389,IPC,66D-ITACT,1,1
390,NDPS,20,1,1
391,IPC,66D-ITACT,1,1
392,IPC,307,1,1
393,IPC,380,1,1
394,NDPS,20,1,1
395,IPC,379,1,1
396,IPC,420,1,1
397,IPC,406,1,1
398,IPC,420,1,1
399,BNS,64,1,1
399,IPC,376,2,2
400,IPC,380,1,1
401,IPC,354,1,1
402,IPC,420,1,1
403,IPC,323,1,1
404,IPC,323,1,1
405,POCSO,4,1,1
406,IPC,144,1,1
407,IPC,380,1,1
408,IPC,144,1,1
409,IPC,420,1,1
410,IPC,323,1,1
411,IPC,147,1,1
412,POCSO,4,1,1
413,IPC,66D-ITACT,1,1
414,IPC,379A,1,1
415,IPC,380,1,1
416,IPC,66D-ITACT,1,1
417,IPC,379A,1,1
418,IPC,307,1,1
419,IPC,379A,1,1
420,IPC,379,1,1
421,IPC,323,1,1
422,IPC,363,1,1
423,ARMS,25,1,1
424,IPC,326,1,1
425,IPC,380,1,1
426,IPC,323,1,1
427,IPC,406,1,1
428,IPC,379A,1,1
429,IPC,379,1,1
430,IPC,420,1,1
431,IPC,363,1,1
432,IPC,420,1,1
433,IPC,436,1,1
434,IPC,406,1,1
435,IPC,392,1,1
436,IPC,354,1,1
437,IPC,380,1,1
438,IPC,379,1,1
439,BNS,109,1,1
440,ARMS,25,1,1
440,ARMS,27,2,2
441,IPC,323,1,1
442,IPC,144,1,1
443,IPC,420,1,1
444,IPC,379A,1,1
445,IPC,363,1,1
446,IPC,326,1,1
447,IPC,354,1,1
448,IPC,395,1,1
449,IPC,380,1,1
450,IPC,379,1,1
451,IPC,304B,1,1
452,IPC,304,1,1
453,IPC,379,1,1
454,IPC,498A,1,1
455,IPC,380,1,1
456,IPC,323,1,1
457,IPC,326,1,1
458,IPC,380,1,1
459,BNS,109,1,1
460,IPC,379,1,1
461,IPC,498A,1,1
462,IPC,326,1,1
463,IPC,326,1,1
464,IPC,498A,1,1
465,IPC,354,1,1
466,IPC,326,1,1
467,IPC,379,1,1
468,IPC,376,1,1
468,BNS,64,2,2
469,IPC,380,1,1
470,IPC,392,1,1
471,IPC,380,1,1
472,IPC,379,1,1
473,IPC,420,1,1
474,ARMS,27,1,1
474,ARMS,25,2,2
475,NDPS,20,1,1
476,IPC,379A,1,1
477,ARMS,27,1,1
478,NDPS,20,1,1
479,IPC,354,1,1
480,IPC,302,1,1
481,IPC,380,1,1
482,IPC,326,1,1
483,IPC,66D-ITACT,1,1
484,IPC,379A,1,1
485,IPC,489A,1,1
486,IPC,304,1,1
487,IPC,323,1,1
488,IPC,420,1,1
489,POCSO,4,1,1
490,IPC,379,1,1
491,IPC,323,1,1
492,IPC,420,1,1
493,IPC,498A,1,1
494,ARMS,27,1,1
495,NDPS,20,1,1
496,IPC,380,1,1
497,IPC,420,1,1
498,IPC,420,1,1
499,IPC,420,1,1
500,IPC,66D-ITACT,1,1
501,IPC,498A,1,1
502,IPC,392,1,1
503,IPC,323,1,1
504,IPC,379,1,1
505,IPC,380,1,1
506,BNS,109,1,1
507,IPC,354,1,1
508,IPC,66D-ITACT,1,1
509,IPC,379,1,1
510,IPC,323,1,1
511,IPC,420,1,1
512,IPC,323,1,1
513,IPC,392,1,1
514,IPC,66D-ITACT,1,1
515,IPC,380,1,1
516,IPC,363,1,1
517,IPC,420,1,1
518,IPC,363,1,1
519,IPC,420,1,1
520,IPC,420,1,1
521,POCSO,4,1,1
522,IPC,363,1,1
523,IPC,420,1,1
524,IPC,420,1,1
525,IPC,66D-ITACT,1,1
526,IPC,498A,1,1
527,IPC,323,1,1
528,IPC,436,1,1
529,IPC,66D-ITACT,1,1
530,IPC,323,1,1
531,IPC,380,1,1
532,IPC,392,1,1
533,IPC,380,1,1
534,IPC,354,1,1
535,NDPS,20,1,1
536,IPC,379,1,1
537,BNS,109,1,1
537,IPC,307,2,2
538,IPC,395,1,1
539,IPC,420,1,1
540,IPC,326,1,1
541,IPC,354,1,1
542,IPC,379A,1,1
543,IPC,354,1,1
544,IPC,420,1,1
545,IPC,379,1,1
546,IPC,379,1,1
547,IPC,379,1,1
548,IPC,420,1,1
549,NDPS,20,1,1
550,IPC,392,1,1
551,IPC,66D-ITACT,1,1
552,IPC,380,1,1
553,IPC,406,1,1
554,IPC,379,1,1
555,IPC,363,1,1
556,IPC,379,1,1
557,IPC,380,1,1
558,IPC,380,1,1
559,IPC,323,1,1
560,NDPS,20,1,1
561,IPC,436,1,1
562,IPC,379A,1,1
563,IPC,323,1,1
564,IPC,420,1,1
565,IPC,323,1,1
566,IPC,354,1,1
567,IPC,363,1,1
568,IPC,144,1,1
569,IPC,323,1,1
570,IPC,323,1,1
571,IPC,66D-ITACT,1,1
572,IPC,307,1,1
572,BNS,109,2,2
573,IPC,302,1,1
574,NDPS,20,1,1
575,IPC,66D-ITACT,1,1
576,IPC,379,1,1
577,IPC,380,1,1
578,IPC,379,1,1
579,IPC,304,1,1
580,IPC,144,1,1
581,IPC,144,1,1
582,IPC,326,1,1
583,IPC,66D-ITACT,1,1
584,IPC,326,1,1
585,IPC,380,1,1
586,IPC,379,1,1
587,IPC,307,1,1
588,IPC,380,1,1
589,IPC,379,1,1
590,IPC,379A,1,1
591,BNS,103,1,1
591,IPC,302,2,2
592,IPC,379A,1,1
593,IPC,379A,1,1
594,IPC,379,1,1
595,IPC,66D-ITACT,1,1
596,IPC,326,1,1
597,IPC,498A,1,1
598,IPC,379,1,1
599,IPC,379A,1,1
600,IPC,144,1,1
601,IPC,323,1,1
602,IPC,379A,1,1
603,IPC,420,1,1
604,POCSO,4,1,1
605,IPC,379A,1,1
606,IPC,379,1,1
607,IPC,379,1,1
608,IPC,147,1,1
609,IPC,326,1,1
610,IPC,379,1,1
611,IPC,323,1,1
612,ARMS,27,1,1
613,IPC,323,1,1
614,IPC,379,1,1
615,IPC,379A,1,1
616,IPC,379,1,1
617,IPC,379,1,1
618,POCSO,4,1,1
619,IPC,323,1,1
620,ARMS,27,1,1
621,IPC,380,1,1
622,IPC,420,1,1
623,IPC,66D-ITACT,1,1
624,NDPS,20,1,1
625,BNS,64,1,1
625,IPC,376,2,2
626,IPC,147,1,1
627,IPC,326,1,1
628,IPC,498A,1,1
629,ARMS,27,1,1
630,IPC,379A,1,1
631,IPC,380,1,1
632,IPC,379,1,1
633,IPC,379,1,1
634,IPC,380,1,1
635,IPC,498A,1,1
636,IPC,326,1,1
637,IPC,436,1,1
638,IPC,304B,1,1
639,BNS,109,1,1
640,IPC,379,1,1
641,IPC,498A,1,1
642,IPC,380,1,1
643,BNS,64,1,1
643,IPC,376,2,2
644,IPC,147,1,1
645,IPC,323,1,1
646,IPC,323,1,1
647,IPC,379,1,1
648,IPC,420,1,1
649,IPC,379A,1,1
650,IPC,392,1,1
651,IPC,489A,1,1
652,IPC,326,1,1
653,IPC,379A,1,1
654,IPC,379,1,1
655,IPC,420,1,1
656,IPC,379,1,1
657,IPC,406,1,1
658,IPC,420,1,1
659,IPC,395,1,1
660,IPC,326,1,1
661,IPC,498A,1,1
662,IPC,420,1,1
663,IPC,379,1,1
664,BNS,103,1,1
665,IPC,323,1,1
666,IPC,380,1,1
667,IPC,66D-ITACT,1,1
668,IPC,147,1,1
669,IPC,420,1,1
670,IPC,420,1,1
671,IPC,420,1,1
672,IPC,326,1,1
673,IPC,379,1,1
674,IPC,323,1,1
675,IPC,380,1,1
676,IPC,379,1,1
677,IPC,323,1,1
678,IPC,436,1,1
679,IPC,323,1,1
680,IPC,144,1,1
681,IPC,379,1,1
682,IPC,380,1,1
683,IPC,323,1,1
684,IPC,380,1,1
685,IPC,363,1,1
686,IPC,66D-ITACT,1,1
687,IPC,379,1,1
688,IPC,66D-ITACT,1,1
689,IPC,392,1,1
690,ARMS,25,1,1
691,IPC,302,1,1
692,IPC,323,1,1
693,ARMS,25,1,1
694,IPC,379A,1,1
695,IPC,379,1,1
696,ARMS,27,1,1
697,IPC,380,1,1
698,IPC,379,1,1
699,IPC,376,1,1
700,IPC,379,1,1
701,IPC,489A,1,1
702,IPC,323,1,1
703,BNS,64,1,1
703,IPC,376,2,2
704,IPC,380,1,1
705,IPC,380,1,1
706,IPC,379A,1,1
707,IPC,379,1,1
708,IPC,144,1,1
709,IPC,144,1,1
710,IPC,323,1,1
711,IPC,420,1,1
712,IPC,420,1,1
713,IPC,66D-ITACT,1,1
714,IPC,379,1,1
715,IPC,379,1,1
716,IPC,363,1,1
717,IPC,323,1,1
718,IPC,326,1,1
719,IPC,147,1,1
720,IPC,379,1,1
721,IPC,66D-ITACT,1,1
722,IPC,420,1,1
723,IPC,354,1,1
724,IPC,354,1,1
725,IPC,354,1,1
726,NDPS,20,1,1
727,ARMS,27,1,1
728,IPC,323,1,1
729,IPC,376,1,1
730,NDPS,20,1,1
731,IPC,379,1,1
732,IPC,66D-ITACT,1,1
733,IPC,436,1,1
734,IPC,420,1,1
735,IPC,363,1,1
736,IPC,380,1,1
737,IPC,420,1,1
738,IPC,323,1,1
739,IPC,323,1,1
740,IPC,392,1,1
741,IPC,392,1,1
742,ARMS,27,1,1
742,ARMS,25,2,2
743,IPC,498A,1,1
744,IPC,379,1,1
745,IPC,379,1,1
746,IPC,380,1,1
747,IPC,323,1,1
748,ARMS,27,1,1
748,ARMS,25,2,2
749,IPC,379,1,1
750,POCSO,4,1,1
751,IPC,379A,1,1
752,IPC,379,1,1
753,IPC,406,1,1
754,IPC,323,1,1
755,IPC,392,1,1
756,IPC,379,1,1
757,IPC,379A,1,1
758,IPC,304B,1,1
759,IPC,498A,1,1
760,IPC,380,1,1
761,IPC,380,1,1
762,IPC,323,1,1
763,IPC,498A,1,1
764,IPC,489A,1,1
765,IPC,323,1,1
766,IPC,326,1,1
767,IPC,326,1,1
768,NDPS,20,1,1
769,IPC,392,1,1
770,IPC,304,1,1
771,IPC,498A,1,1
772,IPC,66D-ITACT,1,1
773,IPC,323,1,1
774,NDPS,20,1,1
775,IPC,363,1,1
776,IPC,420,1,1
777,IPC,380,1,1
778,IPC,323,1,1
779,POCSO,4,1,1
780,IPC,323,1,1
781,IPC,379,1,1
782,IPC,489A,1,1
783,IPC,420,1,1
784,IPC,379A,1,1
785,IPC,379,1,1
786,IPC,420,1,1
787,IPC,66D-ITACT,1,1
788,IPC,379,1,1
789,IPC,354,1,1
790,IPC,379,1,1
791,IPC,498A,1,1
792,NDPS,20,1,1
793,IPC,66D-ITACT,1,1
794,IPC,420,1,1
795,IPC,323,1,1
796,POCSO,4,1,1
797,IPC,392,1,1
798,IPC,498A,1,1
799,IPC,66D-ITACT,1,1
800,IPC,379,1,1
801,IPC,304B,1,1
802,IPC,379,1,1
803,IPC,363,1,1
804,IPC,379,1,1
805,IPC,354,1,1
806,IPC,66D-ITACT,1,1
807,IPC,379A,1,1
808,IPC,304B,1,1
809,IPC,323,1,1
810,IPC,323,1,1
811,IPC,420,1,1
812,IPC,323,1,1
813,IPC,379,1,1
814,IPC,323,1,1
815,IPC,66D-ITACT,1,1
816,IPC,323,1,1
817,IPC,498A,1,1
818,IPC,354,1,1
819,IPC,144,1,1
820,IPC,379,1,1
821,IPC,406,1,1
822,IPC,66D-ITACT,1,1
823,IPC,489A,1,1
824,IPC,326,1,1
825,IPC,379,1,1
826,IPC,379,1,1
827,NDPS,20,1,1
828,IPC,436,1,1
829,IPC,66D-ITACT,1,1
830,IPC,380,1,1
831,IPC,392,1,1
832,IPC,420,1,1
833,IPC,379,1,1
834,IPC,323,1,1
835,IPC,436,1,1
836,IPC,406,1,1
837,IPC,380,1,1
838,IPC,420,1,1
839,IPC,354,1,1
840,IPC,420,1,1
841,IPC,363,1,1
842,IPC,380,1,1
843,ARMS,27,1,1
844,IPC,420,1,1
845,IPC,379,1,1
846,IPC,498A,1,1
847,IPC,323,1,1
848,IPC,144,1,1
849,IPC,326,1,1
850,IPC,354,1,1
851,IPC,380,1,1
852,IPC,379,1,1
853,IPC,406,1,1
854,IPC,436,1,1
855,IPC,420,1,1
856,IPC,379,1,1
857,IPC,363,1,1
858,IPC,147,1,1
859,IPC,354,1,1
860,IPC,420,1,1
861,IPC,323,1,1
862,IPC,420,1,1
863,IPC,379,1,1
864,IPC,379A,1,1
865,IPC,420,1,1
866,IPC,323,1,1
867,IPC,379A,1,1
868,IPC,392,1,1
869,IPC,379,1,1
870,IPC,379,1,1
871,IPC,380,1,1
872,IPC,379,1,1
873,IPC,420,1,1
874,IPC,144,1,1
875,IPC,406,1,1
876,IPC,379,1,1
877,IPC,66D-ITACT,1,1
878,IPC,498A,1,1
879,IPC,66D-ITACT,1,1
880,IPC,326,1,1
881,IPC,498A,1,1
882,NDPS,20,1,1
883,IPC,66D-ITACT,1,1
884,IPC,380,1,1
885,POCSO,4,1,1
886,IPC,380,1,1
887,IPC,406,1,1
888,IPC,379A,1,1
889,IPC,420,1,1
890,IPC,395,1,1
891,IPC,420,1,1
892,IPC,379,1,1
893,ARMS,27,1,1
894,IPC,380,1,1
895,IPC,376,1,1
896,IPC,323,1,1
897,IPC,420,1,1
898,IPC,380,1,1
899,IPC,363,1,1
900,IPC,379A,1,1
901,IPC,392,1,1
902,IPC,379,1,1
903,IPC,323,1,1
904,IPC,406,1,1
905,IPC,420,1,1
906,IPC,392,1,1
907,IPC,420,1,1
908,IPC,379A,1,1
909,BNS,109,1,1
910,IPC,363,1,1
911,IPC,498A,1,1
912,IPC,395,1,1
913,IPC,66D-ITACT,1,1
914,IPC,326,1,1
915,IPC,380,1,1
916,IPC,66D-ITACT,1,1
917,IPC,354,1,1
918,IPC,323,1,1
919,IPC,420,1,1
920,IPC,379,1,1
921,BNS,64,1,1
922,IPC,66D-ITACT,1,1
923,BNS,109,1,1
924,IPC,395,1,1
925,POCSO,4,1,1
926,IPC,379,1,1
927,IPC,66D-ITACT,1,1
928,IPC,380,1,1
929,IPC,379A,1,1
930,IPC,379,1,1
931,IPC,66D-ITACT,1,1
932,IPC,379,1,1
933,NDPS,20,1,1
934,IPC,147,1,1
935,IPC,392,1,1
936,IPC,323,1,1
937,IPC,323,1,1
938,IPC,144,1,1
939,IPC,379A,1,1
940,IPC,406,1,1
941,IPC,66D-ITACT,1,1
942,IPC,380,1,1
943,IPC,379,1,1
944,IPC,380,1,1
945,IPC,498A,1,1
946,IPC,420,1,1
947,IPC,302,1,1
948,NDPS,20,1,1
949,IPC,436,1,1
950,IPC,380,1,1
951,IPC,323,1,1
952,IPC,420,1,1
953,IPC,498A,1,1
954,IPC,147,1,1
955,IPC,144,1,1
956,IPC,420,1,1
957,IPC,379,1,1
958,IPC,379,1,1
959,IPC,380,1,1
960,IPC,323,1,1
961,IPC,323,1,1
962,IPC,354,1,1
963,NDPS,20,1,1
964,IPC,379,1,1
965,IPC,489A,1,1
966,IPC,354,1,1
967,IPC,498A,1,1
968,IPC,379,1,1
969,IPC,379,1,1
970,IPC,392,1,1
971,IPC,66D-ITACT,1,1
972,IPC,380,1,1
973,IPC,379,1,1
974,IPC,380,1,1
975,IPC,379A,1,1
976,IPC,420,1,1
977,IPC,380,1,1
978,IPC,406,1,1
979,IPC,392,1,1
980,IPC,304B,1,1
981,IPC,147,1,1
982,IPC,379,1,1
983,IPC,304,1,1
984,IPC,323,1,1
985,IPC,66D-ITACT,1,1
986,IPC,379,1,1
987,IPC,380,1,1
988,IPC,323,1,1
989,IPC,498A,1,1
990,IPC,406,1,1
991,IPC,66D-ITACT,1,1
992,IPC,379,1,1
993,IPC,323,1,1
994,BNS,109,1,1
995,IPC,380,1,1
996,IPC,323,1,1
997,IPC,380,1,1
998,BNS,109,1,1
998,IPC,307,2,2
999,IPC,144,1,1
1000,IPC,498A,1,1
1001,IPC,380,1,1
1002,IPC,323,1,1
1003,IPC,379,1,1
1004,IPC,498A,1,1
1005,IPC,498A,1,1
1006,IPC,420,1,1
1007,IPC,379,1,1
1008,IPC,498A,1,1
1009,IPC,379,1,1
1010,IPC,379,1,1
1011,IPC,379,1,1
1012,IPC,420,1,1
1013,BNS,103,1,1
1013,IPC,302,2,2
1014,IPC,379A,1,1
1015,IPC,323,1,1
1016,IPC,379,1,1
1017,IPC,380,1,1
1018,IPC,326,1,1
1019,IPC,354,1,1
1020,IPC,354,1,1
1021,IPC,379A,1,1
1022,IPC,379,1,1
1023,IPC,363,1,1
1024,IPC,379,1,1
1025,POCSO,4,1,1
1026,IPC,379,1,1
1027,IPC,379,1,1
1028,IPC,323,1,1
1029,IPC,420,1,1
1030,IPC,307,1,1
1031,IPC,363,1,1
1032,ARMS,27,1,1
1033,IPC,363,1,1
1034,IPC,498A,1,1
1035,IPC,379,1,1
1036,IPC,420,1,1
1037,NDPS,20,1,1
1038,IPC,379,1,1
1039,IPC,380,1,1
1040,IPC,379,1,1
1041,IPC,379A,1,1
1042,IPC,323,1,1
1043,ARMS,25,1,1
1044,IPC,376,1,1
1045,IPC,379,1,1
1046,IPC,379A,1,1
1047,IPC,147,1,1
1048,IPC,380,1,1
1049,IPC,323,1,1
1050,IPC,380,1,1
1051,IPC,379,1,1
1052,POCSO,4,1,1
1053,IPC,66D-ITACT,1,1
1054,IPC,323,1,1
1055,IPC,420,1,1
1056,IPC,392,1,1
1057,IPC,392,1,1
1058,IPC,420,1,1
1059,IPC,379,1,1
1060,IPC,420,1,1
1061,IPC,392,1,1
1062,IPC,380,1,1
1063,IPC,420,1,1
1064,IPC,420,1,1
1065,IPC,379,1,1
1066,IPC,379,1,1
1067,IPC,363,1,1
1068,IPC,379,1,1
1069,IPC,380,1,1
1070,IPC,379,1,1
1071,IPC,392,1,1
1072,IPC,379,1,1
1073,IPC,380,1,1
1074,IPC,379,1,1
1075,ARMS,25,1,1
1076,IPC,380,1,1
1077,IPC,395,1,1
1078,IPC,379A,1,1
1079,IPC,147,1,1
1080,POCSO,4,1,1
1081,IPC,379,1,1
1082,IPC,379,1,1
