CaseMasterID,CrimeNo,n_accused,n_victims,hour,report_delay_hours,anomaly_score_raw
1150,100010124202300006,4,3.0,5,2.8,-0.05838825319737373
10454,800040303202400001,4,1.0,1,0.31666666666666665,-0.05807235006208744
8393,100030253202500010,4,0.0,20,3.65,-0.05800265343778688
6117,100020210202300004,4,0.0,11,0.9666666666666667,-0.05735053171482929
18351,800090540202400001,4,0.0,19,3.0166666666666666,-0.05730503349127036
8077,800030244202500001,3,0.0,1,4.483333333333333,-0.05693850418141766
3016,100010065202400003,2,3.0,4,0.13333333333333333,-0.056869284158793554
21447,100120644202300007,4,2.0,22,1.55,-0.05670572255563566
36244,300271046202300001,4,0.0,9,3.8666666666666667,-0.05664015218933971
30533,100200888202400008,3,0.0,7,4.8,-0.05648935612538086
3820,100010167202400012,1,3.0,23,2.0,-0.05648596700064834
25035,300150726202400001,3,3.0,4,3.8666666666666667,-0.05623422122380484
12868,100050381202500004,2,3.0,3,0.4166666666666667,-0.05611838134905167
32122,100220934202400003,3,0.0,20,4.233333333333333,-0.05599064284874544
26344,100160758202400016,4,1.0,22,3.683333333333333,-0.05583767131438089
2632,100010107202400003,4,2.0,5,4.116666666666666,-0.05534684161587722
38547,100301108202500003,4,2.0,5,3.1333333333333333,-0.05516670515038791
18887,100100572202300005,3,3.0,10,1.2666666666666666,-0.0549318575745239
35186,800261030202300001,4,0.0,23,3.65,-0.05492141843294063
21366,100120651202300005,2,3.0,6,0.35,-0.05460409378266273
19220,100100563202400001,1,3.0,18,3.966666666666667,-0.05359609136275867
24706,100150736202300006,1,3.0,22,0.21666666666666667,-0.05333191244881208
5925,100010123202500011,4,0.0,23,3.9,-0.05327853427031992
24442,100140702202500006,2,3.0,5,0.43333333333333335,-0.05304307393721153
5066,100010124202500004,3,3.0,18,1.7333333333333334,-0.053000962475543645
17160,100080510202400010,3,2.0,1,4.433333333333334,-0.052606035716131316
28839,100190852202300002,4,2.0,23,0.25,-0.0525555838601226
998,100010176202300006,4,0.0,2,3.1,-0.05244506912345448
16985,800080496202400001,3,0.0,10,4.516666666666667,-0.052382502454500046
30892,100200893202500011,3,0.0,21,0.35,-0.05233475809313348
2903,100010151202400006,3,3.0,23,4.216666666666667,-0.05214636610255474
8507,100030253202500011,1,3.0,16,4.416666666666667,-0.05182243957681332
18421,100090525202500001,3,3.0,5,1.6166666666666667,-0.051601912573124964
7671,100030255202400006,2,3.0,11,4.466666666666667,-0.051367157331740465
32282,100220939202400009,2,3.0,8,4.883333333333334,-0.05130961096986886
18909,100100573202300008,4,0.0,10,3.533333333333333,-0.05115895434469386
17827,100090546202300009,4,3.0,0,4.7,-0.0508243397180721
23778,100140709202300005,3,3.0,17,0.4,-0.050776157747358
30026,100200869202300013,3,3.0,20,4.733333333333333,-0.050757883173301654
25192,800150718202400001,4,0.0,8,4.433333333333334,-0.05052353915784713
19917,100100583202500003,1,3.0,1,0.95,-0.050454042041317315
6419,100020202202400005,4,2.0,11,4.933333333333334,-0.05032840723874188
18455,100090544202500002,4,1.0,11,4.483333333333333,-0.050217738989074556
11002,100040309202500004,4,2.0,2,1.4,-0.050083768750374236
23496,100130666202500009,2,3.0,21,0.8333333333333334,-0.049558849880090405
26084,100160762202400004,3,1.0,0,4.8,-0.04942895928115443
9639,400040317202300001,4,2.0,5,2.4833333333333334,-0.049394361072169324
16654,800080512202300003,4,2.0,2,4.716666666666667,-0.04914619437540868
4188,100010126202500001,4,0.0,13,3.3333333333333335,-0.0491448866329357
9442,100040287202300012,3,0.0,0,3.9833333333333334,-0.048903317753430375
28768,100180823202500013,4,0.0,5,2.683333333333333,-0.048761271618606106
1453,100010156202300007,3,0.0,15,4.916666666666667,-0.048705200321271236
16594,100080514202300009,4,1.0,23,5.0,-0.04855575127740552
37970,100291074202500012,3,2.0,22,1.2,-0.04846637050532998
11010,100040319202500002,3,2.0,22,1.2,-0.04846637050532998
18009,100090546202400001,3,0.0,23,1.0,-0.04831165460354225
39204,100311130202400006,1,3.0,4,1.2,-0.04778390669817845
4821,100010106202500006,4,0.0,13,2.716666666666667,-0.04757658298055445
28929,100190855202300004,2,3.0,6,1.0,-0.047524774930067015
26974,100170778202300008,4,0.0,5,0.5166666666666667,-0.04734498873993642
2087,100010175202400002,3,1.0,21,4.733333333333333,-0.04727951276094022
34013,100240986202400004,1,3.0,23,3.9166666666666665,-0.04716161841961475
27716,300170776202500001,2,0.0,20,4.916666666666667,-0.04715080168630237
32500,100220923202500006,4,1.0,19,3.75,-0.04689400545223099
21317,100120644202300001,4,1.0,0,3.1333333333333333,-0.046859425409531696
15085,100070455202300003,1,3.0,13,3.9833333333333334,-0.04667190507664787
13564,100060421202300006,3,3.0,22,3.95,-0.04660528977326739
21399,100120637202300006,4,1.0,0,1.6666666666666667,-0.046586484159842345
6598,100020217202500005,3,0.0,1,0.31666666666666665,-0.046533059665796905
8018,400030247202500001,4,1.0,21,2.783333333333333,-0.04648887879229113
3344,100010041202400007,3,3.0,20,1.25,-0.046441650168078996
6804,100030251202300001,1,3.0,0,4.916666666666667,-0.04628123719705868
29647,800190854202500002,4,1.0,3,3.6166666666666667,-0.046226527277539176
23118,100130662202400010,4,2.0,4,2.35,-0.04621092799103921
9049,800040290202300001,4,2.0,1,4.4,-0.04620219171259399
36211,100271053202300005,2,3.0,4,1.1166666666666667,-0.04618391024354873
22920,100130675202400005,4,1.0,11,4.85,-0.04610821847786095
21635,100120637202400002,1,3.0,7,1.1333333333333333,-0.046102222935622716
18021,100090549202400002,4,3.0,17,4.933333333333334,-0.04598770565271337
412,100010082202300004,3,0.0,11,0.43333333333333335,-0.04583651502750152
26998,800170779202300003,3,2.0,22,2.8,-0.045643405518471125
14326,100060427202400009,3,0.0,3,4.066666666666666,-0.04561208162745989
4835,100010099202500004,3,3.0,20,3.8833333333333333,-0.04552995925146652
16591,100080505202300008,4,1.0,0,4.95,-0.04550388733086419
18536,800090543202500001,4,0.0,23,2.716666666666667,-0.04540493127049661
3503,100010038202400007,4,0.0,7,4.266666666666667,-0.04532797336954897
21887,100120646202400006,1,0.0,2,0.18333333333333332,-0.045296370299195976
23626,100140689202300007,2,3.0,14,3.566666666666667,-0.04513928323915506
37922,100291072202500009,4,2.0,22,4.183333333333334,-0.04504486433723509
15518,100070471202400001,4,1.0,20,4.583333333333333,-0.04483671190605398
9133,100040279202300004,3,0.0,12,0.5666666666666667,-0.04477151728618756
26775,100170805202300005,3,0.0,10,4.016666666666667,-0.04475652498261473
31474,100210916202400007,2,3.0,3,1.3833333333333333,-0.04474550582283332
37275,100291091202300005,1,3.0,5,1.45,-0.044698273145483136
19110,100100574202300005,4,2.0,4,4.65,-0.04451542376723827
22045,800120648202500001,4,2.0,4,0.48333333333333334,-0.04450939393688924
36009,100261027202500010,4,1.0,12,4.3,-0.044464904026729535
4995,100010075202500004,3,1.0,23,0.6333333333333333,-0.044330261941546434
1426,100010146202300008,1,3.0,19,2.7,-0.044181699812150255
5798,400010143202500001,2,0.0,23,3.65,-0.04390625616637278
12204,300050370202300001,1,3.0,0,3.183333333333333,-0.043809395209176816
34279,100240984202500005,2,3.0,10,4.816666666666666,-0.043602628192052295
25878,100160757202300009,4,0.0,1,2.9833333333333334,-0.04353821474806341
24445,100140695202500010,4,0.0,17,1.7,-0.04351699690367539
20357,100110615202300007,4,2.0,4,4.25,-0.043504178220233114
7991,100030263202400016,4,2.0,20,0.26666666666666666,-0.04348268568967295
18611,100090538202500003,4,1.0,16,0.6833333333333333,-0.04342630691498117
15668,100070478202400006,3,3.0,22,2.45,-0.043425405547551255
17443,100080513202500006,4,2.0,5,1.9,-0.04324421110245902
23937,100140703202400001,3,3.0,11,0.8166666666666667,-0.043219845000730284
9886,100040319202400001,4,1.0,4,4.45,-0.043216213507331847
35836,100261032202500002,4,2.0,5,4.583333333333333,-0.04316772904915067
34140,100240973202400006,4,3.0,20,2.433333333333333,-0.043137510943524804
20494,100110613202400001,3,0.0,15,3.4833333333333334,-0.042691750179965626
22184,100120643202500008,4,0.0,21,1.0833333333333333,-0.04265513775268992
1978,100010108202300015,1,2.0,3,4.966666666666667,-0.042520114808927034
10716,100040353202500001,2,3.0,18,2.4833333333333334,-0.0425019408224423
22813,100130669202400002,1,3.0,6,3.1666666666666665,-0.042342714271243254
12021,300050382202300002,3,0.0,18,3.35,-0.04223910099609751
29953,100200887202300007,1,3.0,23,4.166666666666667,-0.04211767515952025
28073,300180831202300001,1,3.0,14,1.7333333333333334,-0.0421130281964619
19294,100100561202400002,2,0.0,23,3.3,-0.0420551620606231
4081,100010063202500001,1,3.0,13,3.3,-0.04189350094420574
21771,100120645202400004,3,2.0,7,0.38333333333333336,-0.041783967758193596
24443,100140705202500007,4,0.0,4,3.1166666666666667,-0.041639560197675674
26701,300160757202500003,1,0.0,5,4.866666666666666,-0.04151887210255112
31845,100220940202300002,3,2.0,4,3.9166666666666665,-0.041494135745259064
1025,100010059202300004,4,1.0,19,3.033333333333333,-0.04135254840085589
31883,100220940202300003,4,1.0,21,0.35,-0.041152565073590996
20447,100110598202300007,3,2.0,20,1.6166666666666667,-0.04114982623136754
24755,100150738202300005,3,3.0,5,0.6,-0.04104785912600806
38834,100311132202300006,1,3.0,5,2.8,-0.041015073723290496
19832,100100589202500005,4,1.0,18,3.283333333333333,-0.040810424922351096
18809,100100563202300001,3,3.0,19,1.3666666666666667,-0.04077731038709498
6200,100020214202300005,2,2.0,2,4.866666666666666,-0.04073796937576635
35753,100261022202500001,1,2.0,22,4.6,-0.04071559606782116
2980,300010054202400002,4,2.0,9,4.666666666666667,-0.04062049431009873
31467,100210901202400011,1,3.0,5,1.7666666666666666,-0.04045118643693146
9753,300040324202400001,4,0.0,18,3.0166666666666666,-0.040313292178854154
19911,100100568202500007,4,1.0,10,4.15,-0.04029959532268468
13708,800060448202300001,1,3.0,6,3.85,-0.040249317587731315
22312,100120632202500004,4,1.0,15,0.9833333333333333,-0.04012032196623805
33634,100230969202500009,4,2.0,0,2.433333333333333,-0.039976446579065295
30551,100200862202500002,4,1.0,3,5.0,-0.03995420916920389
9601,100040317202300015,3,0.0,0,0.11666666666666667,-0.039940940943159586
26726,100170785202300001,4,2.0,10,2.0166666666666666,-0.03982297681241531
2582,800010039202400001,4,1.0,8,4.266666666666667,-0.03978493930943017
34033,100240971202400004,2,3.0,12,3.4,-0.039638401512651744
12105,300050358202300001,2,0.0,21,0.4666666666666667,-0.039592470978046634
20363,800110616202300001,3,2.0,4,0.48333333333333334,-0.03954714039061791
750,100010072202300005,2,0.0,0,0.6666666666666666,-0.03932504058183539
24944,100150737202300011,4,2.0,0,2.5166666666666666,-0.03929831647588089
35229,300261025202300001,1,3.0,22,2.6333333333333333,-0.03925734530506009
3947,100010161202400010,3,0.0,14,0.3,-0.039236635556249566
35635,100261030202400008,4,1.0,5,0.6333333333333333,-0.039228594935572514
18915,100100569202300006,3,0.0,19,2.283333333333333,-0.03922756472203104
12337,100050372202400002,4,1.0,1,2.2666666666666666,-0.03910189727186375
34294,100240987202500004,3,0.0,4,4.883333333333334,-0.03905964406481932
19819,100100562202500006,3,2.0,10,0.5666666666666667,-0.039018175914852016
32005,100220923202300007,1,0.0,23,3.683333333333333,-0.038982323370528316
5047,100010150202500007,4,1.0,4,5.0,-0.03880606956132748
33602,100230955202500008,2,3.0,15,0.75,-0.03878438754309821
7798,100030270202400007,3,2.0,3,4.783333333333333,-0.03872126011228283
4882,100010110202500005,3,2.0,13,4.95,-0.03871268941293038
16664,300080519202300001,3,0.0,1,4.6,-0.038635799094295264
26630,100160753202500011,1,3.0,1,2.683333333333333,-0.038512613356549874
5826,100010083202500011,4,1.0,15,4.4,-0.038469553339968265
27662,100170787202500004,1,0.0,5,4.783333333333333,-0.03840674533105026
34189,100240981202400015,2,3.0,14,2.4,-0.03840566769851572
13765,100060408202300010,2,2.0,22,0.4166666666666667,-0.03835590545994472
2908,100010073202400003,4,0.0,7,3.433333333333333,-0.03819424413272632
29311,100190855202400007,2,3.0,10,2.55,-0.038170216546775104
22626,100130665202300008,3,3.0,1,1.4333333333333333,-0.03812719453451008
1556,100010192202300018,3,0.0,22,2.4,-0.03811791121768737
24415,100140713202500004,2,0.0,4,0.23333333333333334,-0.0376500061967916
25010,100150725202400001,2,3.0,8,1.1666666666666667,-0.03752816306985185
16519,100080505202300006,1,2.0,1,4.7,-0.03750425639582178
29776,100200880202300003,1,2.0,22,0.35,-0.03745966350549068
38817,100311124202300004,3,0.0,7,1.2333333333333334,-0.037344504322783245
31317,100210915202400007,2,3.0,19,1.5833333333333333,-0.03713586399502089
5350,100010148202500006,3,0.0,17,4.166666666666667,-0.03704305689404175
31671,800210894202500001,4,2.0,1,3.0166666666666666,-0.03695961899245903
35613,100261025202400009,1,3.0,11,0.6333333333333333,-0.0369017207448471
27188,400170793202400001,3,0.0,14,2.85,-0.03678681109396198
33131,100230960202400005,1,2.0,0,4.916666666666667,-0.03675627766620515
35180,100261013202300005,3,3.0,21,3.75,-0.03672176716803621
12057,100050375202300009,1,3.0,8,1.8166666666666667,-0.036624075515230836
6458,100020205202400011,1,3.0,15,2.5,-0.036269564035463
23575,100140691202300001,4,0.0,13,2.45,-0.036199729201359054
37307,100291080202300004,3,2.0,22,1.2666666666666666,-0.03612109618684001
23687,100140715202300006,4,1.0,21,4.883333333333334,-0.0360725599037951
24744,100150731202300007,4,1.0,0,2.816666666666667,-0.035835126791492145
392,100010168202300002,4,1.0,2,0.85,-0.03575247727919073
31514,100210897202500001,3,3.0,18,3.0166666666666666,-0.035751231788553994
30116,100200888202300008,3,3.0,1,4.033333333333333,-0.03561340888120601
6463,400020202202400001,3,3.0,16,1.9666666666666666,-0.0355824263227138
2714,100010144202400005,3,0.0,23,3.15,-0.03557035887762616
28700,100180806202500024,4,1.0,19,2.5833333333333335,-0.03555973503322052
8226,100030249202500006,3,3.0,5,3.2666666666666666,-0.03548259440997481
7950,100030234202400010,1,0.0,22,3.783333333333333,-0.03537893561234007
3727,100010090202400009,1,0.0,0,4.933333333333334,-0.03531373176196628
14492,100060431202500004,4,2.0,15,4.55,-0.03530034625241474
21634,100120625202400001,4,1.0,15,1.4333333333333333,-0.03528935196457539
27922,100180830202300008,3,1.0,20,0.38333333333333336,-0.03522337866442993
18678,100090553202500009,4,2.0,3,2.8333333333333335,-0.03517128122440283
11325,100040302202500005,1,0.0,22,3.8,-0.03515437081483386
10987,300040294202500001,3,3.0,18,1.5833333333333333,-0.035132247737436284
28888,800190835202300001,2,2.0,22,4.3,-0.03511742524011541
4020,100010040202400010,1,3.0,4,4.983333333333333,-0.035015031388248574
35139,100261031202300001,4,1.0,1,3.5,-0.035011399431298273
10465,100040298202400006,1,0.0,5,4.65,-0.03493780523069534
34829,100250997202400009,3,1.0,19,0.11666666666666667,-0.03493466204857154
13009,100050357202500008,3,1.0,0,4.783333333333333,-0.03493307296202597
36282,100271055202300011,4,1.0,10,3.15,-0.03485089873763181
20737,100110616202400010,4,0.0,9,2.5833333333333335,-0.03464624346966283
38818,800311129202300001,3,1.0,23,2.816666666666667,-0.034590731263071994
12068,100050366202300010,4,1.0,22,0.9833333333333333,-0.03452530726745606
4566,100010153202500002,4,1.0,2,3.8666666666666667,-0.034376879886128475
28587,100180818202500004,1,3.0,9,4.433333333333334,-0.034356757128687465
3020,100010200202400006,4,1.0,8,4.333333333333333,-0.03410994776458465
8516,100030262202500005,4,1.0,20,0.4666666666666667,-0.03384697341136156
29960,100200890202300004,3,0.0,22,3.45,-0.033814886329795346
21163,100110622202500006,2,0.0,16,0.4166666666666667,-0.03376345146571902
3523,100010065202400007,1,3.0,10,4.016666666666667,-0.03370903559962868
26004,100160758202400003,3,1.0,20,4.933333333333334,-0.03367375017059293
23837,800140705202300001,4,1.0,4,3.8666666666666667,-0.033647431524856275
18545,100090530202500004,4,0.0,15,3.5166666666666666,-0.03364183798042886
358,100010048202300002,4,2.0,18,0.8,-0.03359396277261539
36111,400271048202300001,4,0.0,13,1.4333333333333333,-0.03355368100406919
18165,800090550202400002,4,1.0,17,1.5666666666666667,-0.03353530542468708
16855,100080514202400002,4,2.0,5,3.8,-0.033372804083038776
10984,800040297202500001,4,3.0,23,0.8833333333333333,-0.03336762253763581
2911,100010084202400008,4,1.0,15,1.7666666666666666,-0.033337702162115734
37543,100291068202400006,1,0.0,0,0.8666666666666667,-0.033308293984696036
26327,800160758202400001,1,3.0,2,2.7333333333333334,-0.033287694868398
30561,100200870202500001,4,0.0,12,3.4,-0.033251762284522646
2568,100010128202400004,2,3.0,5,2.55,-0.03322170227123933
35226,100261020202300004,3,0.0,11,1.9,-0.03314225302155138
13763,100060441202300012,4,1.0,6,4.866666666666666,-0.033130749228533984
31039,100210902202300003,2,3.0,8,4.933333333333334,-0.03311813693049126
3509,100010044202400006,3,1.0,22,4.033333333333333,-0.033099523000078346
9548,800040348202300001,1,3.0,5,3.3,-0.03303369286535074
23312,100130673202500005,1,2.0,1,0.6333333333333333,-0.03299321554040835
20930,100110600202500005,4,1.0,23,0.11666666666666667,-0.03294203927136419
3132,100010047202400004,4,2.0,1,2.1333333333333333,-0.03292837406070015
8388,100030258202500005,4,2.0,20,1.1,-0.03282019601177144
20492,100110591202400001,1,2.0,0,4.6,-0.03278338071781073
37357,100291091202300008,3,1.0,20,0.4666666666666667,-0.03275791701610076
9647,100040291202300011,4,3.0,22,0.7166666666666667,-0.03274239462335293
33170,100230967202400004,4,0.0,12,1.55,-0.03243470106464896
28368,100180818202400007,4,3.0,23,4.983333333333333,-0.032357909127862516
23899,100140708202300014,4,1.0,4,3.7,-0.03207587885484464
19849,100100560202500005,2,2.0,22,3.9166666666666665,-0.032072505215271496
7933,100030266202400012,4,2.0,1,2.9166666666666665,-0.032044665965442753
8520,300030229202500001,3,1.0,19,0.26666666666666666,-0.031971554734228524
12336,100050386202400001,3,2.0,21,0.9833333333333333,-0.031956080258323305
30317,400200877202400001,1,3.0,2,2.316666666666667,-0.03194568531760744
15347,100070455202300012,2,2.0,5,0.11666666666666667,-0.03193857618343843
6252,100020201202300007,4,1.0,7,3.15,-0.03191241551647206
15257,100070474202300005,4,3.0,22,4.766666666666667,-0.03183374635278313
6514,100020218202400009,4,0.0,18,2.65,-0.03176545807337294
31974,300220938202300001,3,0.0,7,2.8833333333333333,-0.03173560939670694
13667,100060445202300006,1,0.0,19,4.7,-0.03156921963272996
13617,300060447202300001,4,2.0,23,2.4,-0.03156378278379257
36838,300281065202300001,4,2.0,9,3.8333333333333335,-0.03154368141092356
24899,100150717202300010,3,2.0,14,3.3333333333333335,-0.03147954694168875
5737,300010060202500001,4,2.0,15,0.7666666666666667,-0.03133990317548796
6019,100010073202500007,2,0.0,21,3.2666666666666666,-0.03132854682345587
31712,300210908202500001,4,3.0,21,0.2,-0.03130087948773619
11528,100040290202500012,4,0.0,17,1.5833333333333333,-0.031242627571033355
35636,400261036202400001,1,3.0,23,4.766666666666667,-0.03121463040989192
27546,100170777202500003,1,2.0,23,3.3333333333333335,-0.031141313313424845
4488,800010178202500001,4,1.0,19,4.983333333333333,-0.031109259948321144
27381,100170792202400011,1,3.0,5,3.783333333333333,-0.031108620171460655
22154,100120646202500003,2,3.0,21,0.5333333333333333,-0.03107938673406263
2173,100010113202400001,1,0.0,2,4.333333333333333,-0.03107674119643078
37532,100291088202400001,1,3.0,0,0.6166666666666667,-0.031056333894019073
6829,100030250202300003,2,2.0,7,0.08333333333333333,-0.031032249169360093
7430,100030232202400002,4,0.0,14,2.6166666666666667,-0.030874368134246266
16613,100080491202300004,3,3.0,2,3.4833333333333334,-0.030775197669818177
31820,100220934202300001,1,2.0,3,4.583333333333333,-0.030714036118842603
15615,300070456202400001,3,0.0,0,4.116666666666666,-0.030663283011304054
12823,100050366202500005,4,1.0,20,3.4,-0.0306304658763904
10107,100040320202400004,1,1.0,23,4.95,-0.030602907363338927
8207,100030269202500003,1,0.0,6,4.6,-0.03050397450193787
18602,100090535202500009,4,3.0,21,4.266666666666667,-0.030366344696599046
10191,100040323202400004,3,2.0,13,1.3166666666666667,-0.030332527512972662
19507,800100580202400002,3,2.0,16,1.9166666666666667,-0.030288536577896652
39492,100311131202500013,1,0.0,3,0.9666666666666667,-0.030280064780283666
11216,100040339202500007,4,1.0,22,4.7,-0.030184431763426334
25561,100150729202500006,1,0.0,0,1.0666666666666667,-0.03018107305058837
30123,100200863202400001,3,1.0,18,0.26666666666666666,-0.030173212214388956
24240,100140694202400008,4,2.0,2,2.1,-0.030172887575335983
38540,100301094202500002,1,3.0,0,4.55,-0.030084361722211628
29788,800200859202300001,1,2.0,22,0.7333333333333333,-0.029876164471478894
21302,100120641202300003,3,0.0,8,0.08333333333333333,-0.029829382818138073
22406,100130672202300001,4,2.0,16,0.7666666666666667,-0.02975399429562875
5334,300010157202500004,4,1.0,9,3.8666666666666667,-0.02968057538330149
15589,100070484202400005,4,1.0,10,2.466666666666667,-0.029589920482023913
17692,100090546202300003,2,3.0,21,0.8166666666666667,-0.029565368241000534
9243,100040318202300006,1,2.0,23,1.0,-0.029561870819580394
30890,100200867202500006,4,1.0,11,3.8833333333333333,-0.02948081615725162
34014,100240973202400002,1,0.0,21,3.3833333333333333,-0.029345031909487007
14115,100060433202400005,3,0.0,19,1.1166666666666667,-0.02925161581438429
31207,100210916202300014,4,0.0,12,2.4166666666666665,-0.029136456428999535
37934,800291073202500002,4,3.0,21,4.25,-0.029097335639900135
5338,100010038202500009,3,0.0,2,4.016666666666667,-0.02885949150788658
39062,100311113202400002,3,0.0,2,0.2,-0.028845284832074936
13716,100060430202300008,4,1.0,20,2.7333333333333334,-0.02881465776095682
33408,100230952202500004,3,1.0,22,2.9166666666666665,-0.02875236758351496
14943,100060416202500009,4,1.0,5,2.35,-0.028729275470757765
33295,100230951202400011,4,0.0,9,2.0,-0.028727617231554148
1486,100010187202300012,2,3.0,13,0.3333333333333333,-0.02863719978290924
5272,100010178202500009,1,3.0,17,4.016666666666667,-0.02863290488771808
14197,100060439202400006,4,1.0,5,0.26666666666666666,-0.02860500972015756
6380,100020201202400005,2,2.0,0,3.216666666666667,-0.028566033071842356
30800,100200859202500010,2,0.0,3,4.383333333333334,-0.0285255146407829
5365,100010056202500010,3,1.0,20,0.7333333333333333,-0.028520942213414613
34068,100240971202400006,4,1.0,5,4.733333333333333,-0.028451778520043325
39571,100311110202500008,2,2.0,4,0.2833333333333333,-0.028430754381947865
13867,100060440202400001,2,1.0,23,4.616666666666666,-0.028401728220954325
11419,100040325202500009,4,1.0,3,0.45,-0.02836434244802355
28856,300190845202300002,1,2.0,23,2.85,-0.028267805895340725
24089,100140710202400004,3,2.0,0,4.75,-0.028192638111905755
27416,100170777202400011,3,0.0,0,3.8833333333333333,-0.028181897815326207
8733,100040296202300002,1,3.0,0,0.9,-0.02816945554608674
29264,100190844202400006,4,1.0,18,4.866666666666666,-0.028046012665811082
16792,100080510202300014,1,2.0,21,0.18333333333333332,-0.02804558190533679
37294,100291073202300003,3,1.0,18,4.45,-0.02804497734068434
5959,100010191202500011,3,2.0,8,2.95,-0.028031417449418616
20966,300110604202500001,4,1.0,18,0.5,-0.02801935246691234
21711,800120623202400001,1,0.0,16,0.26666666666666666,-0.027881439142314668
1167,800010032202300001,2,0.0,17,4.466666666666667,-0.027876310286717443
29400,100190852202500001,4,1.0,4,0.4166666666666667,-0.027842906779674825
25862,100160759202300010,1,0.0,16,0.25,-0.027835385876940677
8801,100040338202300002,1,3.0,11,4.333333333333333,-0.027811842736966463
13877,100060425202400002,2,2.0,17,0.1,-0.02774547245334069
19926,100100578202500007,4,1.0,16,4.9,-0.027708087084463706
21256,100120645202300001,4,1.0,10,1.0666666666666667,-0.027682336958329223
8234,100030256202500004,4,2.0,9,2.8,-0.027609784162318518
10478,300040340202400001,4,0.0,12,2.25,-0.02758086204806176
17673,100090530202300001,3,0.0,0,3.8,-0.02751573168554844
