CaseMasterID,CrimeNo,DistrictName,subhead,GravityOffenceID,CrimeRegisteredDate,risk_score
26373,100160753202500002,Bagalkote,Auto Theft,2,2025-12-03,0.8222586149628407
18392,100090542202500003,Dharwad,Cyber Fraud,2,2025-12-02,0.819453805214703
21234,800110592202500002,Shivamogga,Theft,2,2025-11-25,0.8178320138874866
37808,100291068202500005,Chikkaballapura,Cyber Fraud,2,2025-10-06,0.81774660339519
22222,100120653202500007,Mandya,Cyber Fraud,2,2025-11-07,0.8124496506656005
10702,100040321202500002,Belagavi,Cyber Fraud,2,2025-10-13,0.812021427968288
36734,100271038202500008,Yadgir,Cyber Fraud,2,2025-10-06,0.8115951533194813
8379,100030231202500007,Mysuru,Theft,2,2025-10-20,0.8085929202394272
34467,100240990202500009,Chamarajanagara,Theft,2,2025-12-01,0.8071289097515084
28494,100180820202500002,Kolar,Auto Theft,2,2025-11-25,0.8054406573694703
5556,100010136202500006,Bengaluru Urban,Theft,2,2025-10-16,0.8052388388427852
27735,100170785202500009,Chitradurga,Cyber Fraud,2,2025-10-04,0.8040033386952435
28509,300180811202500001,Kolar,Theft,2,2025-12-21,0.8035469734747512
30595,300200880202500001,Davanagere,Auto Theft,2,2025-10-19,0.8020076797821529
6616,100020211202500004,Bengaluru Rural,Auto Theft,2,2025-10-12,0.8016466241518738
12915,100050378202500003,Kalaburagi,Cyber Fraud,2,2025-10-07,0.8011528170614423
32537,100220935202500009,Koppal,Cyber Fraud,2,2025-12-29,0.7967011765812166
38569,800301106202500001,Ramanagara,Criminal Breach of Trust (Financial),2,2025-12-16,0.7949355999276495
6631,100020209202500002,Bengaluru Rural,Cheating,2,2025-10-27,0.794297724183296
11563,100040301202500015,Belagavi,Cyber Fraud,2,2025-12-03,0.7908827713269074
5981,300010176202500001,Bengaluru Urban,Cyber Fraud,2,2025-10-25,0.7906956715575102
13032,100050395202500007,Kalaburagi,Burglary,2,2025-10-14,0.7899359442698964
29684,100190847202500008,Udupi,Theft,2,2025-12-22,0.7883956484969049
5280,100010100202500005,Bengaluru Urban,Theft,2,2025-12-26,0.7882711746317709
10896,100040314202500003,Belagavi,Burglary,2,2025-12-04,0.7866199150369327
28750,400180830202500001,Kolar,Theft,2,2025-11-04,0.7863769209776186
11227,100040333202500008,Belagavi,Auto Theft,2,2025-12-24,0.785480343524224
30608,100200875202500003,Davanagere,Auto Theft,2,2025-12-20,0.7853813842362349
10767,100040317202500001,Belagavi,Cyber Fraud,2,2025-10-24,0.7847818827424454
23451,100130682202500007,Hassan,Theft,2,2025-12-14,0.78376796630801
19669,100100589202500001,Dakshina Kannada,Cyber Fraud,2,2025-10-13,0.7801192901840412
16300,100070485202500008,Ballari,Cyber Fraud,2,2025-10-12,0.7783252615913747
36063,800261026202500001,Uttara Kannada,Cheating,2,2025-11-25,0.7778818923310704
37950,100291083202500004,Chikkaballapura,Auto Theft,2,2025-12-02,0.777575776687348
8005,100030253202500001,Mysuru,Auto Theft,2,2025-10-15,0.7772251251119165
14950,100060403202500007,Tumakuru,Theft,2,2025-11-20,0.775770206301018
4435,100010046202500003,Bengaluru Urban,Cyber Fraud,2,2025-10-02,0.7755078966131718
14459,100060411202500001,Tumakuru,Theft,2,2025-11-19,0.7742686540921576
11339,100040314202500008,Belagavi,Burglary,2,2025-12-16,0.7739787227512795
22087,100120642202500001,Mandya,Auto Theft,2,2025-12-27,0.7737867044683814
21181,100110599202500014,Shivamogga,Auto Theft,2,2025-12-18,0.7735552292532083
16161,400070450202500001,Ballari,Theft,2,2025-11-27,0.7733689845408249
11022,300040302202500001,Belagavi,Cyber Fraud,2,2025-10-22,0.7728140218142235
11013,100040334202500006,Belagavi,Theft,2,2025-11-08,0.7728082643436252
17467,100080492202500012,Vijayapura,Cyber Fraud,2,2025-10-14,0.7713182914686189
23178,100130669202500002,Hassan,Theft,2,2025-10-03,0.7709082557812017
38576,100301099202500003,Ramanagara,Cyber Fraud,2,2025-12-15,0.7706755751048686
36636,300271053202500001,Yadgir,Cyber Fraud,2,2025-10-17,0.7702696775490812
36029,100261017202500008,Uttara Kannada,Theft,2,2025-12-04,0.7696309637686167
24545,100140697202500013,Raichur,Theft,2,2025-10-28,0.7695661686576596
5718,300010095202500001,Bengaluru Urban,Theft,2,2025-11-05,0.7675416775912892
4110,100010084202500001,Bengaluru Urban,Theft,2,2025-11-27,0.7674891744144406
32535,300220925202500001,Koppal,Theft,2,2025-11-23,0.7671108094806489
23382,100130678202500009,Hassan,Burglary,2,2025-10-10,0.7669232462467321
32388,100220925202500001,Koppal,Auto Theft,2,2025-10-11,0.7667270328748133
11638,100040328202500006,Belagavi,Theft,2,2025-12-25,0.7660079733271632
19648,100100577202500001,Dakshina Kannada,Criminal Breach of Trust (Financial),2,2025-10-20,0.7659182051849012
30907,100200883202500012,Davanagere,Theft,2,2025-10-25,0.7657654735642505
8411,100030225202500005,Mysuru,Theft,2,2025-12-21,0.7654871108648659
35874,100261012202500002,Uttara Kannada,Theft,2,2025-12-07,0.7651437222902511
30863,100200889202500008,Davanagere,Theft,2,2025-10-26,0.7647458307524819
29626,100190856202500016,Udupi,Cheating,2,2025-11-22,0.763941778415143
19873,800100589202500001,Dakshina Kannada,Theft,2,2025-12-13,0.7637200300539992
32494,100220940202500006,Koppal,Theft,2,2025-11-27,0.7628911388955818
34453,400240989202500001,Chamarajanagara,Burglary,2,2025-11-17,0.7622968197409477
28758,100180833202500008,Kolar,Auto Theft,2,2025-12-17,0.7615464979795497
13257,400050377202500001,Kalaburagi,Arson,2,2025-11-06,0.7614480734401806
14445,400060401202500001,Tumakuru,Cyber Fraud,2,2025-12-13,0.7612193363163579
10895,100040299202500005,Belagavi,Theft,2,2025-10-08,0.7608734617067389
32511,100220919202500007,Koppal,Auto Theft,2,2025-10-19,0.7607961632765307
28592,800180806202500002,Kolar,Theft,2,2025-12-15,0.760448447305483
11633,100040345202500010,Belagavi,Theft,2,2025-10-25,0.7599694630720902
26583,100160760202500004,Bagalkote,Theft,2,2025-10-28,0.7580937261716012
32479,300220918202500001,Koppal,Burglary,2,2025-10-06,0.7573792280492948
29585,100190834202500005,Udupi,Burglary,2,2025-10-17,0.7572798424033104
17300,800080498202500001,Vijayapura,Theft,2,2025-10-18,0.7572658170865033
26622,100160756202500007,Bagalkote,Theft,2,2025-11-27,0.7569231449155799
4294,100010173202500002,Bengaluru Urban,Cyber Fraud,2,2025-11-05,0.755710504878239
39547,100311115202500004,Vijayanagara,Theft,2,2025-10-02,0.7555913776959168
35906,100261026202500003,Uttara Kannada,Burglary,2,2025-11-18,0.7554002142223728
4167,100010054202500001,Bengaluru Urban,Cyber Fraud,2,2025-12-18,0.7550254495947792
34365,100240972202500009,Chamarajanagara,Theft,2,2025-12-04,0.7539299817050391
17342,100080507202500003,Vijayapura,Auto Theft,2,2025-10-21,0.7536827121289131
32519,100220935202500008,Koppal,Theft,2,2025-11-21,0.752104144864699
5394,100010099202500008,Bengaluru Urban,Cyber Fraud,2,2025-11-27,0.7515654964382797
32657,100220924202500006,Koppal,Theft,2,2025-12-04,0.7499671311064013
28460,100180809202500001,Kolar,Theft,2,2025-10-12,0.749879613424026
4278,100010041202500003,Bengaluru Urban,Theft,2,2025-11-08,0.749795676240967
18444,100090553202500002,Dharwad,Cheating,2,2025-12-28,0.7494724341457969
29540,100190853202500008,Udupi,Theft,2,2025-11-10,0.7491700182683454
29557,100190848202500004,Udupi,Theft,2,2025-10-25,0.749078417219057
8303,100030246202500004,Mysuru,Theft,2,2025-12-07,0.7478640150030377
29543,800190854202500001,Udupi,Auto Theft,2,2025-12-18,0.7474018659124029
20039,100100560202500011,Dakshina Kannada,Theft,2,2025-10-25,0.74693655582209
19692,100100559202500001,Dakshina Kannada,Cyber Fraud,2,2025-12-25,0.746599849014336
21201,100110602202500010,Shivamogga,Auto Theft,2,2025-11-12,0.7465781599940439
11656,800040301202500001,Belagavi,Auto Theft,2,2025-12-05,0.7464492888331552
4174,100010037202500002,Bengaluru Urban,Cyber Fraud,2,2025-10-03,0.746237363344028
10683,100040335202500001,Belagavi,Theft,2,2025-11-28,0.7462062807655778
4332,100010110202500001,Bengaluru Urban,Theft,2,2025-10-22,0.7457473914001538
12948,800050389202500001,Kalaburagi,Cheating,2,2025-10-08,0.7454612690641448
8247,100030220202500007,Mysuru,Theft,2,2025-12-01,0.7449549038760359
5904,100010052202500012,Bengaluru Urban,Theft,2,2025-12-10,0.7448518259400443
30676,400200871202500001,Davanagere,Cheating,2,2025-10-21,0.7445551057854842
30669,800200882202500001,Davanagere,Theft,2,2025-12-01,0.744381409315232
5969,100010179202500011,Bengaluru Urban,Cyber Fraud,2,2025-11-09,0.7440255526328711
5889,800010117202500003,Bengaluru Urban,Burglary,2,2025-11-29,0.7432443019761411
22334,100120631202500011,Mandya,Cheating,2,2025-12-23,0.7426751819292106
13023,100050385202500009,Kalaburagi,Theft,2,2025-12-25,0.7425063156108651
4447,100010141202500006,Bengaluru Urban,Theft,2,2025-10-15,0.7387431695160694
10810,100040299202500003,Belagavi,Theft,2,2025-10-12,0.7370640766750686
22320,100120643202500013,Mandya,Auto Theft,2,2025-11-11,0.7369139557178532
33449,300230949202500001,Haveri,Auto Theft,2,2025-11-06,0.7366522040227655
11645,100040298202500004,Belagavi,Auto Theft,2,2025-10-24,0.735639022578982
12862,100050377202500003,Kalaburagi,Theft,2,2025-11-20,0.7349178869661468
27443,100170805202500001,Chitradurga,Theft,2,2025-11-05,0.7349042378502233
32474,100220935202500006,Koppal,Burglary,2,2025-11-20,0.7348651669374583
11023,400040320202500001,Belagavi,Auto Theft,2,2025-12-09,0.7348230576409881
29464,100190842202500001,Udupi,Cyber Fraud,2,2025-10-28,0.7343857854664811
14754,100060432202500011,Tumakuru,Theft,2,2025-10-13,0.7336113397024365
25333,100150739202500002,Bidar,Theft,2,2025-11-16,0.7334340660289975
35993,100261013202500010,Uttara Kannada,Theft,2,2025-10-12,0.7334297558508889
18569,800090543202500002,Dharwad,Burglary,2,2025-11-26,0.7332362778313973
5060,100010094202500006,Bengaluru Urban,Cyber Fraud,2,2025-12-02,0.7328813332575254
20900,400110621202500001,Shivamogga,Criminal Breach of Trust,2,2025-12-12,0.7322839348852993
5046,100010126202500006,Bengaluru Urban,Cyber Fraud,2,2025-12-11,0.731899242417833
23486,100130665202500013,Hassan,Theft,2,2025-11-06,0.7318109659540805
12938,100050359202500004,Kalaburagi,Theft,2,2025-12-13,0.7308280771586514
23170,100130662202500001,Hassan,Cheating,2,2025-11-14,0.7305947317604429
16303,400070464202500001,Ballari,Cyber Fraud,2,2025-11-18,0.7295033353028274
4464,100010083202500003,Bengaluru Urban,Theft,2,2025-11-10,0.7295003112715247
10979,100040314202500004,Belagavi,Theft,2,2025-10-29,0.7289476921971293
37833,800291083202500001,Chikkaballapura,Theft,2,2025-12-05,0.7287515627964004
37951,100291089202500007,Chikkaballapura,Cheating,2,2025-12-13,0.7274972830259703
4617,100010184202500003,Bengaluru Urban,Cyber Fraud,2,2025-11-09,0.7268056179658966
25567,100150726202500012,Bidar,Theft,2,2025-10-21,0.7263716411552511
18531,100090540202500008,Dharwad,Theft,2,2025-12-07,0.7262246953833041
20016,100100579202500008,Dakshina Kannada,Theft,2,2025-11-27,0.7259486890385065
23249,100130661202500003,Hassan,Theft,2,2025-10-05,0.7253366931896336
27467,100170781202500001,Chitradurga,Auto Theft,2,2025-10-11,0.7252145652306298
22378,100120630202500009,Mandya,Theft,2,2025-12-18,0.7251638219766983
37994,100291083202500005,Chikkaballapura,Theft,2,2025-10-22,0.7247198499442108
8343,100030233202500009,Mysuru,Auto Theft,2,2025-12-12,0.7246854989603111
35760,800261029202500001,Uttara Kannada,Theft,2,2025-11-26,0.7242266920343925
32425,100220919202500003,Koppal,Cheating,2,2025-10-02,0.7239834883638883
21026,100110614202500005,Shivamogga,Auto Theft,2,2025-10-18,0.7239461115384396
22068,100120647202500001,Mandya,Theft,2,2025-12-12,0.7228618846763699
28594,100180812202500004,Kolar,Theft,2,2025-11-12,0.7227388210930497
36638,800271042202500001,Yadgir,Cheating,2,2025-12-28,0.7224979922836481
20871,100110600202500001,Shivamogga,Burglary,2,2025-11-12,0.7195946826900953
30954,100200874202500014,Davanagere,Theft,2,2025-11-17,0.7193704554244222
34914,100250999202500002,Gadag,Cyber Fraud,2,2025-10-25,0.7177342245007331
33403,300230956202500001,Haveri,Auto Theft,2,2025-10-13,0.7159477673163077
19864,100100566202500006,Dakshina Kannada,Theft,2,2025-12-17,0.715013571873998
37949,300291091202500001,Chikkaballapura,Burglary,2,2025-10-22,0.7142547618923143
8272,100030265202500005,Mysuru,Cheating,2,2025-12-03,0.714081481896056
28636,100180821202500008,Kolar,Criminal Breach of Trust,2,2025-11-13,0.7136102304938883
29615,800190841202500002,Udupi,Theft,2,2025-12-04,0.7135577400735963
25351,100150720202500004,Bidar,Cheating,2,2025-11-03,0.7131432593428935
11037,100040275202500003,Belagavi,Theft,2,2025-12-11,0.7128572648808738
37087,300281060202500001,Kodagu,Theft,2,2025-12-21,0.7118821823942604
20066,300100562202500001,Dakshina Kannada,Cyber Fraud,2,2025-10-19,0.7116547454688797
8014,100030242202500001,Mysuru,Theft,2,2025-12-09,0.7114416736137912
8585,100030236202500010,Mysuru,Cheating,2,2025-12-01,0.7109436604050845
27707,100170778202500010,Chitradurga,Burglary,2,2025-12-20,0.7108175885302984
26576,100160759202500004,Bagalkote,Theft,2,2025-10-12,0.7104066906440941
16151,100070451202500010,Ballari,Auto Theft,2,2025-12-24,0.7101538829831263
33619,100230962202500009,Haveri,Auto Theft,2,2025-10-05,0.7099611093008055
11355,100040296202500011,Belagavi,Theft,2,2025-10-02,0.7097443562796225
27608,100170781202500009,Chitradurga,Auto Theft,2,2025-12-12,0.7093384133537203
39477,100311113202500008,Vijayanagara,Theft,2,2025-12-21,0.7089609166105653
31676,100210904202500008,Chikkamagaluru,Theft,2,2025-12-26,0.7084277322207237
21001,100110591202500003,Shivamogga,Theft,2,2025-10-23,0.7081071948422534
28683,100180823202500008,Kolar,Burglary,2,2025-10-06,0.7077890258729748
19859,100100566202500005,Dakshina Kannada,Theft,2,2025-10-21,0.7071054161833608
18549,100090548202500010,Dharwad,Burglary,2,2025-10-11,0.7070880293842962
24347,100140709202500004,Raichur,Theft,2,2025-12-24,0.707047133982599
19666,300100555202500001,Dakshina Kannada,Criminal Breach of Trust,2,2025-12-07,0.707022338168182
11387,100040310202500009,Belagavi,Theft,2,2025-11-22,0.7065521904927186
23462,100130678202500011,Hassan,Auto Theft,2,2025-12-02,0.7061613847074409
4242,100010074202500001,Bengaluru Urban,Theft,2,2025-10-29,0.7057983014824514
28621,100180823202500003,Kolar,Burglary,2,2025-12-10,0.7054417350616874
34426,100240977202500008,Chamarajanagara,Auto Theft,2,2025-12-28,0.7054297044225849
12804,800050386202500001,Kalaburagi,Robbery,2,2025-12-22,0.7053675597153466
10925,300040336202500001,Belagavi,Theft,2,2025-12-28,0.7048830325740398
11249,100040297202500005,Belagavi,Theft,2,2025-12-04,0.7046938323682327
30690,100200860202500009,Davanagere,Cyber Fraud,2,2025-12-17,0.7046865307835531
10712,100040315202500002,Belagavi,Cheating,2,2025-10-28,0.7046440126124968
4171,100010092202500001,Bengaluru Urban,Theft,2,2025-12-13,0.7042944296350334
30650,300200879202500001,Davanagere,Theft,2,2025-12-14,0.7040512816336417
22102,100120638202500002,Mandya,Cheating,2,2025-12-17,0.703710519743287
13089,100050388202500008,Kalaburagi,Cheating,2,2025-12-18,0.7033329706074547
17587,100080520202500015,Vijayapura,Auto Theft,2,2025-10-17,0.7027210419293394
22221,100120631202500008,Mandya,Burglary,2,2025-10-22,0.7025922699286499
30687,100200860202500008,Davanagere,Theft,2,2025-11-19,0.7023156409393825
23264,100130657202500004,Hassan,Burglary,2,2025-11-23,0.7016224268424359
19843,100100567202500005,Dakshina Kannada,Kidnapping & Abduction,1,2025-12-16,0.7012227322659926
11166,100040325202500004,Belagavi,Auto Theft,2,2025-11-09,0.7010059101696856
13079,400050400202500002,Kalaburagi,Theft,2,2025-11-25,0.7009943075784251
13092,100050396202500008,Kalaburagi,Burglary,2,2025-10-14,0.7000980931519352
25572,300150724202500003,Bidar,Auto Theft,2,2025-10-17,0.6997877659452503
21230,100110600202500010,Shivamogga,Cyber Fraud,2,2025-12-04,0.6996960173484145
11114,100040348202500003,Belagavi,Auto Theft,2,2025-12-10,0.6996715304601416
14601,100060412202500003,Tumakuru,Theft,2,2025-11-12,0.6993263287517426
4236,100010072202500001,Bengaluru Urban,Theft,2,2025-10-21,0.6990319192302693
26425,100160775202500005,Bagalkote,Auto Theft,2,2025-10-24,0.6990062612912934
4762,300010189202500001,Bengaluru Urban,Theft,2,2025-12-28,0.6989094852859279
33531,100230961202500007,Haveri,Theft,2,2025-10-03,0.698122257831992
8011,100030241202500001,Mysuru,Theft,2,2025-10-22,0.6979980661520848
17401,300080506202500001,Vijayapura,Cyber Fraud,2,2025-12-02,0.6978759309806453
29437,100190837202500004,Udupi,Theft,2,2025-10-03,0.6967218155493013
26492,100160745202500012,Bagalkote,Auto Theft,2,2025-12-25,0.6965563026204985
12793,100050374202500002,Kalaburagi,Burglary,2,2025-12-04,0.6960067657916004
14798,100060407202500010,Tumakuru,Theft,2,2025-10-23,0.6957475652250216
16048,100070451202500006,Ballari,Theft,2,2025-10-05,0.6948899972605018
39347,100311128202500002,Vijayanagara,Theft,2,2025-10-02,0.6936159970635469
29449,100190836202500003,Udupi,Theft,2,2025-10-21,0.6935767373616505
19826,800100565202500001,Dakshina Kannada,Dacoity,1,2025-11-10,0.6935093819485325
17255,100080508202500001,Vijayapura,Burglary,2,2025-12-29,0.6932256217220425
37770,100291076202500001,Chikkaballapura,Cheating,2,2025-11-16,0.693138827895939
29629,100190850202500010,Udupi,Theft,2,2025-11-03,0.6929283895684194
8359,100030254202500005,Mysuru,Cyber Fraud,2,2025-10-17,0.6927773642584056
10761,100040332202500003,Belagavi,Theft,2,2025-12-23,0.6924490312624554
13109,100050383202500010,Kalaburagi,Burglary,2,2025-11-02,0.6920095008600513
39446,100311124202500009,Vijayanagara,Theft,2,2025-11-02,0.6919746790974739
39320,100311126202500002,Vijayanagara,Theft,2,2025-10-20,0.6918709780560588
37863,100291072202500006,Chikkaballapura,Cheating,2,2025-10-09,0.6918324628823163
17379,100080489202500004,Vijayapura,Burglary,2,2025-12-09,0.6900675379747809
30935,300200874202500001,Davanagere,Cyber Fraud,2,2025-12-03,0.6900162076698729
35006,100251008202500007,Gadag,Auto Theft,2,2025-11-24,0.6890403379516201
14976,800060423202500001,Tumakuru,Auto Theft,2,2025-12-23,0.688969862625653
28754,300180812202500001,Kolar,Criminal Breach of Trust (Financial),2,2025-10-08,0.6884213629241476
13062,100050383202500007,Kalaburagi,Auto Theft,2,2025-11-26,0.6882045336827607
17475,100080502202500006,Vijayapura,Cheating,2,2025-10-19,0.6859622607723331
5161,400010069202500002,Bengaluru Urban,Burglary,2,2025-11-03,0.6854248703625127
14752,100060420202500008,Tumakuru,Auto Theft,2,2025-11-04,0.68399369811509
5411,100010052202500011,Bengaluru Urban,Cyber Fraud,2,2025-11-23,0.6837392608583391
18479,100090533202500004,Dharwad,Theft,2,2025-12-01,0.6833715207741776
6564,100020206202500002,Bengaluru Rural,Cheating,2,2025-11-07,0.6832122139588253
34353,800240985202500001,Chamarajanagara,Cheating,2,2025-11-05,0.6825664918525542
37189,300281059202500002,Kodagu,Theft,2,2025-12-04,0.6822136466670872
8538,100030260202500008,Mysuru,Cheating,2,2025-12-28,0.6816061615665856
14605,100060444202500005,Tumakuru,Cheating,2,2025-11-27,0.6812750323807695
20898,800110596202500001,Shivamogga,Assault on Women (Outrage Modesty),2,2025-12-04,0.681155108336744
35824,100261021202500004,Uttara Kannada,Burglary,2,2025-12-19,0.6805364510067572
11498,100040282202500005,Belagavi,Theft,2,2025-11-17,0.679980923663939
38013,100291071202500004,Chikkaballapura,Theft,2,2025-12-15,0.6798600401146981
21152,100110614202500011,Shivamogga,Cyber Fraud,2,2025-12-25,0.6795089251957801
6049,100010073202500008,Bengaluru Urban,Cheating,2,2025-10-10,0.6788937236506564
11520,100040282202500006,Belagavi,Robbery,2,2025-11-03,0.6768645314007852
36737,100271037202500014,Yadgir,Dacoity,1,2025-10-04,0.6758650302086665
27669,100170793202500007,Chitradurga,Burglary,2,2025-10-20,0.675857323928426
14681,100060430202500005,Tumakuru,Theft,2,2025-12-24,0.6752246332394659
31539,100210897202500004,Chikkamagaluru,Cheating,2,2025-10-19,0.6751255530930733
18649,100090540202500010,Dharwad,Criminal Breach of Trust (Financial),2,2025-10-25,0.6745234506577659
18387,100090548202500001,Dharwad,Cheating,2,2025-11-05,0.6740171638575673
26546,100160752202500003,Bagalkote,Cyber Fraud,2,2025-12-20,0.6739631647826844
8498,100030245202500011,Mysuru,Theft,2,2025-10-04,0.673786430733762
35990,100261030202500011,Uttara Kannada,Cyber Fraud,2,2025-11-24,0.6728132806876693
24608,100140693202500014,Raichur,Criminal Breach of Trust,2,2025-11-06,0.6718826988045798
15930,100070487202500001,Ballari,Cheating,2,2025-12-07,0.6715747658925616
4896,100010045202500008,Bengaluru Urban,Theft,2,2025-12-19,0.6710206906030404
4218,800010198202500001,Bengaluru Urban,Cyber Fraud,2,2025-12-02,0.6704673237326055
34428,100240982202500009,Chamarajanagara,Burglary,2,2025-10-05,0.6695842424543814
11059,300040304202500001,Belagavi,Criminal Breach of Trust,2,2025-11-24,0.6677334158831649
11260,100040281202500006,Belagavi,Cyber Fraud,2,2025-10-15,0.6676488299990522
5474,100010107202500008,Bengaluru Urban,Auto Theft,2,2025-11-13,0.666301934683845
18643,100090538202500005,Dharwad,Cheating,2,2025-12-07,0.6646634267320244
12750,100050384202500001,Kalaburagi,Cheating,2,2025-11-16,0.6624931545495061
16254,100070483202500008,Ballari,Cheating,2,2025-11-22,0.6624543522677477
29539,100190849202500004,Udupi,Auto Theft,2,2025-11-17,0.6619694993471379
8377,100030219202500003,Mysuru,Burglary,2,2025-12-22,0.6619235995752809
25560,100150732202500007,Bidar,Criminal Breach of Trust (Financial),2,2025-10-28,0.6615647577912448
29569,400190845202500001,Udupi,Dacoity,1,2025-10-23,0.6603282041118622
31658,100210911202500006,Chikkamagaluru,Auto Theft,2,2025-12-24,0.6599610485417049
8314,100030231202500006,Mysuru,Cheating,2,2025-12-11,0.659776915071555
4549,100010098202500002,Bengaluru Urban,Theft,2,2025-11-28,0.6591735047492395
24598,100140706202500009,Raichur,Cyber Fraud,2,2025-10-25,0.6588941322899537
8069,100030251202500002,Mysuru,Auto Theft,2,2025-11-02,0.6577734946605275
35839,100261034202500007,Uttara Kannada,Theft,2,2025-11-24,0.6575882519094294
18719,100090542202500011,Dharwad,Theft,2,2025-11-16,0.6574320281419991
26513,100160751202500009,Bagalkote,Theft,2,2025-12-01,0.6573919139086412
31651,100210909202500002,Chikkamagaluru,Auto Theft,2,2025-10-16,0.6553800364541326
21081,100110599202500010,Shivamogga,Theft,2,2025-10-25,0.6551430434787735
8474,100030229202500007,Mysuru,Cheating,2,2025-12-21,0.6542420556204965
23288,300130665202500001,Hassan,Auto Theft,2,2025-12-06,0.6537234475983171
5456,100010200202500007,Bengaluru Urban,Theft,2,2025-12-18,0.6535744925977514
34343,100240987202500007,Chamarajanagara,Theft,2,2025-10-14,0.6532434143735322
4077,100010037202500001,Bengaluru Urban,Theft,2,2025-12-05,0.6522563787262533
29415,100190836202500002,Udupi,Burglary,2,2025-11-10,0.6517740897038411
14763,100060406202500009,Tumakuru,Cyber Fraud,2,2025-10-11,0.6517587991647504
4560,100010140202500002,Bengaluru Urban,Cheating,2,2025-10-12,0.651586022557412
12837,100050380202500004,Kalaburagi,Cheating,2,2025-10-26,0.6515005319077066
4749,300010034202500001,Bengaluru Urban,Burglary,2,2025-11-15,0.6507360288536651
35036,100251005202500008,Gadag,Cheating,2,2025-10-20,0.6501675008290986
