UnitID,UnitName,TypeID,ParentUnit,NationalityID,StateID,DistrictID,Active
107,Bengaluru Urban PS-76,5,1.0,1,1,1,1
108,Bengaluru Urban PS-77,5,1.0,1,1,1,1
109,Bengaluru Urban PS-78,5,1.0,1,1,1,1
110,Bengaluru Urban PS-79,5,1.0,1,1,1,1
111,Bengaluru Urban PS-80,5,1.0,1,1,1,1
112,Bengaluru Urban PS-81,5,1.0,1,1,1,1
113,Bengaluru Urban PS-82,5,1.0,1,1,1,1
114,Bengaluru Urban PS-83,5,1.0,1,1,1,1
115,Bengaluru Urban PS-84,5,1.0,1,1,1,1
116,Bengaluru Urban PS-85,5,1.0,1,1,1,1
117,Bengaluru Urban PS-86,5,1.0,1,1,1,1
118,Bengaluru Urban PS-87,5,1.0,1,1,1,1
119,Bengaluru Urban PS-88,5,1.0,1,1,1,1
120,Bengaluru Urban PS-89,5,1.0,1,1,1,1
121,Bengaluru Urban PS-90,5,1.0,1,1,1,1
122,Bengaluru Urban PS-91,5,1.0,1,1,1,1
123,Bengaluru Urban PS-92,5,1.0,1,1,1,1
124,Bengaluru Urban PS-93,5,1.0,1,1,1,1
125,Bengaluru Urban PS-94,5,1.0,1,1,1,1
126,Bengaluru Urban PS-95,5,1.0,1,1,1,1
127,Bengaluru Urban PS-96,5,1.0,1,1,1,1
128,Bengaluru Urban PS-97,5,1.0,1,1,1,1
129,Bengaluru Urban PS-98,5,1.0,1,1,1,1
130,Bengaluru Urban PS-99,5,1.0,1,1,1,1
131,Bengaluru Urban PS-100,5,1.0,1,1,1,1
132,Bengaluru Urban PS-101,5,1.0,1,1,1,1
133,Bengaluru Urban PS-102,5,1.0,1,1,1,1
134,Bengaluru Urban PS-103,5,1.0,1,1,1,1
135,Bengaluru Urban PS-104,5,1.0,1,1,1,1
136,Bengaluru Urban PS-105,5,1.0,1,1,1,1
137,Bengaluru Urban PS-106,5,1.0,1,1,1,1
138,Bengaluru Urban PS-107,5,1.0,1,1,1,1
139,Bengaluru Urban PS-108,5,1.0,1,1,1,1
140,Bengaluru Urban PS-109,5,1.0,1,1,1,1
141,Bengaluru Urban PS-110,5,1.0,1,1,1,1
142,Bengaluru Urban PS-111,5,1.0,1,1,1,1
143,Bengaluru Urban PS-112,5,1.0,1,1,1,1
144,Bengaluru Urban PS-113,5,1.0,1,1,1,1
145,Bengaluru Urban PS-114,5,1.0,1,1,1,1
146,Bengaluru Urban PS-115,5,1.0,1,1,1,1
147,Bengaluru Urban PS-116,5,1.0,1,1,1,1
148,Bengaluru Urban PS-117,5,1.0,1,1,1,1
149,Bengaluru Urban PS-118,5,1.0,1,1,1,1
150,Bengaluru Urban PS-119,5,1.0,1,1,1,1
151,Bengaluru Urban PS-120,5,1.0,1,1,1,1
152,Bengaluru Urban PS-121,5,1.0,1,1,1,1
153,Bengaluru Urban PS-122,5,1.0,1,1,1,1
154,Bengaluru Urban PS-123,5,1.0,1,1,1,1
155,Bengaluru Urban PS-124,5,1.0,1,1,1,1
156,Bengaluru Urban PS-125,5,1.0,1,1,1,1
157,Bengaluru Urban PS-126,5,1.0,1,1,1,1
158,Bengaluru Urban PS-127,5,1.0,1,1,1,1
159,Bengaluru Urban PS-128,5,1.0,1,1,1,1
160,Bengaluru Urban PS-129,5,1.0,1,1,1,1
161,Bengaluru Urban PS-130,5,1.0,1,1,1,1
162,Bengaluru Urban PS-131,5,1.0,1,1,1,1
163,Bengaluru Urban PS-132,5,1.0,1,1,1,1
164,Bengaluru Urban PS-133,5,1.0,1,1,1,1
165,Bengaluru Urban PS-134,5,1.0,1,1,1,1
166,Bengaluru Urban PS-135,5,1.0,1,1,1,1
167,Bengaluru Urban PS-136,5,1.0,1,1,1,1
168,Bengaluru Urban PS-137,5,1.0,1,1,1,1
169,Bengaluru Urban PS-138,5,1.0,1,1,1,1
170,Bengaluru Urban PS-139,5,1.0,1,1,1,1
171,Bengaluru Urban PS-140,5,1.0,1,1,1,1
172,Bengaluru Urban PS-141,5,1.0,1,1,1,1
173,Bengaluru Urban PS-142,5,1.0,1,1,1,1
174,Bengaluru Urban PS-143,5,1.0,1,1,1,1
175,Bengaluru Urban PS-144,5,1.0,1,1,1,1
176,Bengaluru Urban PS-145,5,1.0,1,1,1,1
177,Bengaluru Urban PS-146,5,1.0,1,1,1,1
178,Bengaluru Urban PS-147,5,1.0,1,1,1,1
179,Bengaluru Urban PS-148,5,1.0,1,1,1,1
180,Bengaluru Urban PS-149,5,1.0,1,1,1,1
181,Bengaluru Urban PS-150,5,1.0,1,1,1,1
182,Bengaluru Urban PS-151,5,1.0,1,1,1,1
183,Bengaluru Urban PS-152,5,1.0,1,1,1,1
184,Bengaluru Urban PS-153,5,1.0,1,1,1,1
185,Bengaluru Urban PS-154,5,1.0,1,1,1,1
186,Bengaluru Urban PS-155,5,1.0,1,1,1,1
187,Bengaluru Urban PS-156,5,1.0,1,1,1,1
188,Bengaluru Urban PS-157,5,1.0,1,1,1,1
189,Bengaluru Urban PS-158,5,1.0,1,1,1,1
190,Bengaluru Urban PS-159,5,1.0,1,1,1,1
191,Bengaluru Urban PS-160,5,1.0,1,1,1,1
192,Bengaluru Urban PS-161,5,1.0,1,1,1,1
193,Bengaluru Urban PS-162,5,1.0,1,1,1,1
194,Bengaluru Urban PS-163,5,1.0,1,1,1,1
195,Bengaluru Urban PS-164,5,1.0,1,1,1,1
196,Bengaluru Urban PS-165,5,1.0,1,1,1,1
197,Bengaluru Urban PS-166,5,1.0,1,1,1,1
198,Bengaluru Urban PS-167,5,1.0,1,1,1,1
199,Bengaluru Urban PS-168,5,1.0,1,1,1,1
200,Bengaluru Urban PS-169,5,1.0,1,1,1,1
201,Bengaluru Rural PS-1,5,2.0,1,1,2,1
202,Bengaluru Rural PS-2,5,2.0,1,1,2,1
203,Bengaluru Rural PS-3,5,2.0,1,1,2,1
204,Bengaluru Rural PS-4,5,2.0,1,1,2,1
205,Bengaluru Rural PS-5,5,2.0,1,1,2,1
206,Bengaluru Rural PS-6,5,2.0,1,1,2,1
207,Bengaluru Rural PS-7,5,2.0,1,1,2,1
208,Bengaluru Rural PS-8,5,2.0,1,1,2,1
209,Bengaluru Rural PS-9,5,2.0,1,1,2,1
210,Bengaluru Rural PS-10,5,2.0,1,1,2,1
211,Bengaluru Rural PS-11,5,2.0,1,1,2,1
212,Bengaluru Rural PS-12,5,2.0,1,1,2,1
213,Bengaluru Rural PS-13,5,2.0,1,1,2,1
214,Bengaluru Rural PS-14,5,2.0,1,1,2,1
215,Bengaluru Rural PS-15,5,2.0,1,1,2,1
216,Bengaluru Rural PS-16,5,2.0,1,1,2,1
217,Bengaluru Rural PS-17,5,2.0,1,1,2,1
218,Bengaluru Rural PS-18,5,2.0,1,1,2,1
219,Mysuru PS-1,5,3.0,1,1,3,1
220,Mysuru PS-2,5,3.0,1,1,3,1
221,Mysuru PS-3,5,3.0,1,1,3,1
222,Mysuru PS-4,5,3.0,1,1,3,1
223,Mysuru PS-5,5,3.0,1,1,3,1
224,Mysuru PS-6,5,3.0,1,1,3,1
225,Mysuru PS-7,5,3.0,1,1,3,1
226,Mysuru PS-8,5,3.0,1,1,3,1
227,Mysuru PS-9,5,3.0,1,1,3,1
228,Mysuru PS-10,5,3.0,1,1,3,1
229,Mysuru PS-11,5,3.0,1,1,3,1
230,Mysuru PS-12,5,3.0,1,1,3,1
231,Mysuru PS-13,5,3.0,1,1,3,1
232,Mysuru PS-14,5,3.0,1,1,3,1
233,Mysuru PS-15,5,3.0,1,1,3,1
234,Mysuru PS-16,5,3.0,1,1,3,1
235,Mysuru PS-17,5,3.0,1,1,3,1
236,Mysuru PS-18,5,3.0,1,1,3,1
237,Mysuru PS-19,5,3.0,1,1,3,1
238,Mysuru PS-20,5,3.0,1,1,3,1
239,Mysuru PS-21,5,3.0,1,1,3,1
240,Mysuru PS-22,5,3.0,1,1,3,1
241,Mysuru PS-23,5,3.0,1,1,3,1
242,Mysuru PS-24,5,3.0,1,1,3,1
243,Mysuru PS-25,5,3.0,1,1,3,1
244,Mysuru PS-26,5,3.0,1,1,3,1
245,Mysuru PS-27,5,3.0,1,1,3,1
246,Mysuru PS-28,5,3.0,1,1,3,1
247,Mysuru PS-29,5,3.0,1,1,3,1
248,Mysuru PS-30,5,3.0,1,1,3,1
249,Mysuru PS-31,5,3.0,1,1,3,1
250,Mysuru PS-32,5,3.0,1,1,3,1
251,Mysuru PS-33,5,3.0,1,1,3,1
252,Mysuru PS-34,5,3.0,1,1,3,1
253,Mysuru PS-35,5,3.0,1,1,3,1
254,Mysuru PS-36,5,3.0,1,1,3,1
255,Mysuru PS-37,5,3.0,1,1,3,1
256,Mysuru PS-38,5,3.0,1,1,3,1
257,Mysuru PS-39,5,3.0,1,1,3,1
258,Mysuru PS-40,5,3.0,1,1,3,1
259,Mysuru PS-41,5,3.0,1,1,3,1
260,Mysuru PS-42,5,3.0,1,1,3,1
261,Mysuru PS-43,5,3.0,1,1,3,1
262,Mysuru PS-44,5,3.0,1,1,3,1
263,Mysuru PS-45,5,3.0,1,1,3,1
264,Mysuru PS-46,5,3.0,1,1,3,1
265,Mysuru PS-47,5,3.0,1,1,3,1
266,Mysuru PS-48,5,3.0,1,1,3,1
267,Mysuru PS-49,5,3.0,1,1,3,1
268,Mysuru PS-50,5,3.0,1,1,3,1
269,Mysuru PS-51,5,3.0,1,1,3,1
270,Mysuru PS-52,5,3.0,1,1,3,1
271,Mysuru PS-53,5,3.0,1,1,3,1
272,Belagavi PS-1,5,4.0,1,1,4,1
273,Belagavi PS-2,5,4.0,1,1,4,1
274,Belagavi PS-3,5,4.0,1,1,4,1
275,Belagavi PS-4,5,4.0,1,1,4,1
276,Belagavi PS-5,5,4.0,1,1,4,1
277,Belagavi PS-6,5,4.0,1,1,4,1
278,Belagavi PS-7,5,4.0,1,1,4,1
279,Belagavi PS-8,5,4.0,1,1,4,1
280,Belagavi PS-9,5,4.0,1,1,4,1
281,Belagavi PS-10,5,4.0,1,1,4,1
282,Belagavi PS-11,5,4.0,1,1,4,1
283,Belagavi PS-12,5,4.0,1,1,4,1
284,Belagavi PS-13,5,4.0,1,1,4,1
285,Belagavi PS-14,5,4.0,1,1,4,1
286,Belagavi PS-15,5,4.0,1,1,4,1
287,Belagavi PS-16,5,4.0,1,1,4,1
288,Belagavi PS-17,5,4.0,1,1,4,1
289,Belagavi PS-18,5,4.0,1,1,4,1
290,Belagavi PS-19,5,4.0,1,1,4,1
291,Belagavi PS-20,5,4.0,1,1,4,1
292,Belagavi PS-21,5,4.0,1,1,4,1
293,Belagavi PS-22,5,4.0,1,1,4,1
294,Belagavi PS-23,5,4.0,1,1,4,1
295,Belagavi PS-24,5,4.0,1,1,4,1
296,Belagavi PS-25,5,4.0,1,1,4,1
297,Belagavi PS-26,5,4.0,1,1,4,1
298,Belagavi PS-27,5,4.0,1,1,4,1
299,Belagavi PS-28,5,4.0,1,1,4,1
300,Belagavi PS-29,5,4.0,1,1,4,1
301,Belagavi PS-30,5,4.0,1,1,4,1
302,Belagavi PS-31,5,4.0,1,1,4,1
303,Belagavi PS-32,5,4.0,1,1,4,1
304,Belagavi PS-33,5,4.0,1,1,4,1
305,Belagavi PS-34,5,4.0,1,1,4,1
306,Belagavi PS-35,5,4.0,1,1,4,1
307,Belagavi PS-36,5,4.0,1,1,4,1
308,Belagavi PS-37,5,4.0,1,1,4,1
309,Belagavi PS-38,5,4.0,1,1,4,1
310,Belagavi PS-39,5,4.0,1,1,4,1
311,Belagavi PS-40,5,4.0,1,1,4,1
312,Belagavi PS-41,5,4.0,1,1,4,1
313,Belagavi PS-42,5,4.0,1,1,4,1
314,Belagavi PS-43,5,4.0,1,1,4,1
315,Belagavi PS-44,5,4.0,1,1,4,1
316,Belagavi PS-45,5,4.0,1,1,4,1
317,Belagavi PS-46,5,4.0,1,1,4,1
318,Belagavi PS-47,5,4.0,1,1,4,1
319,Belagavi PS-48,5,4.0,1,1,4,1
320,Belagavi PS-49,5,4.0,1,1,4,1
321,Belagavi PS-50,5,4.0,1,1,4,1
322,Belagavi PS-51,5,4.0,1,1,4,1
323,Belagavi PS-52,5,4.0,1,1,4,1
324,Belagavi PS-53,5,4.0,1,1,4,1
325,Belagavi PS-54,5,4.0,1,1,4,1
326,Belagavi PS-55,5,4.0,1,1,4,1
327,Belagavi PS-56,5,4.0,1,1,4,1
328,Belagavi PS-57,5,4.0,1,1,4,1
329,Belagavi PS-58,5,4.0,1,1,4,1
330,Belagavi PS-59,5,4.0,1,1,4,1
331,Belagavi PS-60,5,4.0,1,1,4,1
332,Belagavi PS-61,5,4.0,1,1,4,1
333,Belagavi PS-62,5,4.0,1,1,4,1
334,Belagavi PS-63,5,4.0,1,1,4,1
335,Belagavi PS-64,5,4.0,1,1,4,1
336,Belagavi PS-65,5,4.0,1,1,4,1
337,Belagavi PS-66,5,4.0,1,1,4,1
338,Belagavi PS-67,5,4.0,1,1,4,1
339,Belagavi PS-68,5,4.0,1,1,4,1
340,Belagavi PS-69,5,4.0,1,1,4,1
341,Belagavi PS-70,5,4.0,1,1,4,1
342,Belagavi PS-71,5,4.0,1,1,4,1
343,Belagavi PS-72,5,4.0,1,1,4,1
344,Belagavi PS-73,5,4.0,1,1,4,1
345,Belagavi PS-74,5,4.0,1,1,4,1
346,Belagavi PS-75,5,4.0,1,1,4,1
347,Belagavi PS-76,5,4.0,1,1,4,1
348,Belagavi PS-77,5,4.0,1,1,4,1
349,Belagavi PS-78,5,4.0,1,1,4,1
350,Belagavi PS-79,5,4.0,1,1,4,1
351,Belagavi PS-80,5,4.0,1,1,4,1
352,Belagavi PS-81,5,4.0,1,1,4,1
353,Belagavi PS-82,5,4.0,1,1,4,1
354,Belagavi PS-83,5,4.0,1,1,4,1
355,Belagavi PS-84,5,4.0,1,1,4,1
356,Belagavi PS-85,5,4.0,1,1,4,1
357,Kalaburagi PS-1,5,5.0,1,1,5,1
358,Kalaburagi PS-2,5,5.0,1,1,5,1
359,Kalaburagi PS-3,5,5.0,1,1,5,1
360,Kalaburagi PS-4,5,5.0,1,1,5,1
361,Kalaburagi PS-5,5,5.0,1,1,5,1
362,Kalaburagi PS-6,5,5.0,1,1,5,1
363,Kalaburagi PS-7,5,5.0,1,1,5,1
364,Kalaburagi PS-8,5,5.0,1,1,5,1
365,Kalaburagi PS-9,5,5.0,1,1,5,1
366,Kalaburagi PS-10,5,5.0,1,1,5,1
367,Kalaburagi PS-11,5,5.0,1,1,5,1
368,Kalaburagi PS-12,5,5.0,1,1,5,1
369,Kalaburagi PS-13,5,5.0,1,1,5,1
370,Kalaburagi PS-14,5,5.0,1,1,5,1
371,Kalaburagi PS-15,5,5.0,1,1,5,1
372,Kalaburagi PS-16,5,5.0,1,1,5,1
373,Kalaburagi PS-17,5,5.0,1,1,5,1
374,Kalaburagi PS-18,5,5.0,1,1,5,1
375,Kalaburagi PS-19,5,5.0,1,1,5,1
376,Kalaburagi PS-20,5,5.0,1,1,5,1
377,Kalaburagi PS-21,5,5.0,1,1,5,1
378,Kalaburagi PS-22,5,5.0,1,1,5,1
379,Kalaburagi PS-23,5,5.0,1,1,5,1
380,Kalaburagi PS-24,5,5.0,1,1,5,1
381,Kalaburagi PS-25,5,5.0,1,1,5,1
382,Kalaburagi PS-26,5,5.0,1,1,5,1
383,Kalaburagi PS-27,5,5.0,1,1,5,1
384,Kalaburagi PS-28,5,5.0,1,1,5,1
385,Kalaburagi PS-29,5,5.0,1,1,5,1
386,Kalaburagi PS-30,5,5.0,1,1,5,1
387,Kalaburagi PS-31,5,5.0,1,1,5,1
388,Kalaburagi PS-32,5,5.0,1,1,5,1
389,Kalaburagi PS-33,5,5.0,1,1,5,1
390,Kalaburagi PS-34,5,5.0,1,1,5,1
391,Kalaburagi PS-35,5,5.0,1,1,5,1
392,Kalaburagi PS-36,5,5.0,1,1,5,1
393,Kalaburagi PS-37,5,5.0,1,1,5,1
394,Kalaburagi PS-38,5,5.0,1,1,5,1
395,Kalaburagi PS-39,5,5.0,1,1,5,1
396,Kalaburagi PS-40,5,5.0,1,1,5,1
397,Kalaburagi PS-41,5,5.0,1,1,5,1
398,Kalaburagi PS-42,5,5.0,1,1,5,1
399,Kalaburagi PS-43,5,5.0,1,1,5,1
400,Kalaburagi PS-44,5,5.0,1,1,5,1
401,Tumakuru PS-1,5,6.0,1,1,6,1
402,Tumakuru PS-2,5,6.0,1,1,6,1
403,Tumakuru PS-3,5,6.0,1,1,6,1
404,Tumakuru PS-4,5,6.0,1,1,6,1
405,Tumakuru PS-5,5,6.0,1,1,6,1
406,Tumakuru PS-6,5,6.0,1,1,6,1
407,Tumakuru PS-7,5,6.0,1,1,6,1
408,Tumakuru PS-8,5,6.0,1,1,6,1
409,Tumakuru PS-9,5,6.0,1,1,6,1
410,Tumakuru PS-10,5,6.0,1,1,6,1
411,Tumakuru PS-11,5,6.0,1,1,6,1
412,Tumakuru PS-12,5,6.0,1,1,6,1
413,Tumakuru PS-13,5,6.0,1,1,6,1
414,Tumakuru PS-14,5,6.0,1,1,6,1
415,Tumakuru PS-15,5,6.0,1,1,6,1
416,Tumakuru PS-16,5,6.0,1,1,6,1
417,Tumakuru PS-17,5,6.0,1,1,6,1
418,Tumakuru PS-18,5,6.0,1,1,6,1
419,Tumakuru PS-19,5,6.0,1,1,6,1
420,Tumakuru PS-20,5,6.0,1,1,6,1
421,Tumakuru PS-21,5,6.0,1,1,6,1
422,Tumakuru PS-22,5,6.0,1,1,6,1
423,Tumakuru PS-23,5,6.0,1,1,6,1
424,Tumakuru PS-24,5,6.0,1,1,6,1
425,Tumakuru PS-25,5,6.0,1,1,6,1
426,Tumakuru PS-26,5,6.0,1,1,6,1
427,Tumakuru PS-27,5,6.0,1,1,6,1
428,Tumakuru PS-28,5,6.0,1,1,6,1
429,Tumakuru PS-29,5,6.0,1,1,6,1
430,Tumakuru PS-30,5,6.0,1,1,6,1
431,Tumakuru PS-31,5,6.0,1,1,6,1
432,Tumakuru PS-32,5,6.0,1,1,6,1
433,Tumakuru PS-33,5,6.0,1,1,6,1
434,Tumakuru PS-34,5,6.0,1,1,6,1
435,Tumakuru PS-35,5,6.0,1,1,6,1
436,Tumakuru PS-36,5,6.0,1,1,6,1
437,Tumakuru PS-37,5,6.0,1,1,6,1
438,Tumakuru PS-38,5,6.0,1,1,6,1
439,Tumakuru PS-39,5,6.0,1,1,6,1
440,Tumakuru PS-40,5,6.0,1,1,6,1
441,Tumakuru PS-41,5,6.0,1,1,6,1
442,Tumakuru PS-42,5,6.0,1,1,6,1
443,Tumakuru PS-43,5,6.0,1,1,6,1
444,Tumakuru PS-44,5,6.0,1,1,6,1
445,Tumakuru PS-45,5,6.0,1,1,6,1
446,Tumakuru PS-46,5,6.0,1,1,6,1
447,Tumakuru PS-47,5,6.0,1,1,6,1
448,Tumakuru PS-48,5,6.0,1,1,6,1
449,Ballari PS-1,5,7.0,1,1,7,1
450,Ballari PS-2,5,7.0,1,1,7,1
451,Ballari PS-3,5,7.0,1,1,7,1
452,Ballari PS-4,5,7.0,1,1,7,1
453,Ballari PS-5,5,7.0,1,1,7,1
454,Ballari PS-6,5,7.0,1,1,7,1
455,Ballari PS-7,5,7.0,1,1,7,1
456,Ballari PS-8,5,7.0,1,1,7,1
457,Ballari PS-9,5,7.0,1,1,7,1
458,Ballari PS-10,5,7.0,1,1,7,1
459,Ballari PS-11,5,7.0,1,1,7,1
460,Ballari PS-12,5,7.0,1,1,7,1
461,Ballari PS-13,5,7.0,1,1,7,1
462,Ballari PS-14,5,7.0,1,1,7,1
463,Ballari PS-15,5,7.0,1,1,7,1
464,Ballari PS-16,5,7.0,1,1,7,1
465,Ballari PS-17,5,7.0,1,1,7,1
466,Ballari PS-18,5,7.0,1,1,7,1
467,Ballari PS-19,5,7.0,1,1,7,1
468,Ballari PS-20,5,7.0,1,1,7,1
469,Ballari PS-21,5,7.0,1,1,7,1
470,Ballari PS-22,5,7.0,1,1,7,1
471,Ballari PS-23,5,7.0,1,1,7,1
472,Ballari PS-24,5,7.0,1,1,7,1
473,Ballari PS-25,5,7.0,1,1,7,1
474,Ballari PS-26,5,7.0,1,1,7,1
475,Ballari PS-27,5,7.0,1,1,7,1
476,Ballari PS-28,5,7.0,1,1,7,1
477,Ballari PS-29,5,7.0,1,1,7,1
478,Ballari PS-30,5,7.0,1,1,7,1
479,Ballari PS-31,5,7.0,1,1,7,1
480,Ballari PS-32,5,7.0,1,1,7,1
481,Ballari PS-33,5,7.0,1,1,7,1
482,Ballari PS-34,5,7.0,1,1,7,1
483,Ballari PS-35,5,7.0,1,1,7,1
484,Ballari PS-36,5,7.0,1,1,7,1
485,Ballari PS-37,5,7.0,1,1,7,1
486,Ballari PS-38,5,7.0,1,1,7,1
487,Ballari PS-39,5,7.0,1,1,7,1
488,Vijayapura PS-1,5,8.0,1,1,8,1
489,Vijayapura PS-2,5,8.0,1,1,8,1
490,Vijayapura PS-3,5,8.0,1,1,8,1
491,Vijayapura PS-4,5,8.0,1,1,8,1
492,Vijayapura PS-5,5,8.0,1,1,8,1
493,Vijayapura PS-6,5,8.0,1,1,8,1
494,Vijayapura PS-7,5,8.0,1,1,8,1
495,Vijayapura PS-8,5,8.0,1,1,8,1
496,Vijayapura PS-9,5,8.0,1,1,8,1
497,Vijayapura PS-10,5,8.0,1,1,8,1
498,Vijayapura PS-11,5,8.0,1,1,8,1
499,Vijayapura PS-12,5,8.0,1,1,8,1
500,Vijayapura PS-13,5,8.0,1,1,8,1
501,Vijayapura PS-14,5,8.0,1,1,8,1
502,Vijayapura PS-15,5,8.0,1,1,8,1
